epoch,bee_id,task_id,accuracies
0,1,1,0.0714
0,1,2,0.1064
0,1,3,0.09188690842040566
0,1,4,0.0555
0,1,5,0.0352759040141546
0,2,1,0.0868
0,2,2,0.0988
0,2,3,0.09127228027043639
0,2,4,0.0803
0,2,5,0.00011058277120424638
0,3,1,0.1028
0,3,2,0.1033
0,3,3,0.07667486170866626
0,3,4,0.0223
0,3,5,0.547605883003428
0,4,1,0.1134
0,4,2,0.1057
0,4,3,0.06296097111247695
0,4,4,0.0588
0,4,5,0.00022116554240849277
0,5,1,0.1182
0,5,2,0.0998
0,5,3,0.11236170866625692
0,5,4,0.1349
0,5,5,0.00011058277120424638
1,1,1,0.0714
1,1,2,0.1064
1,1,3,0.09188690842040566
1,1,4,0.0555
1,1,5,0.0352759040141546
1,2,1,0.0868
1,2,2,0.0988
1,2,3,0.09127228027043639
1,2,4,0.0803
1,2,5,0.00011058277120424638
1,3,1,0.1028
1,3,2,0.1033
1,3,3,0.07667486170866626
1,3,4,0.0223
1,3,5,0.547605883003428
1,4,1,0.1134
1,4,2,0.1057
1,4,3,0.06296097111247695
1,4,4,0.0588
1,4,5,0.00022116554240849277
1,5,1,0.1182
1,5,2,0.0998
1,5,3,0.11236170866625692
1,5,4,0.1349
1,5,5,0.00011058277120424638
2,1,1,0.0714
2,1,2,0.1064
2,1,3,0.09188690842040566
2,1,4,0.0555
2,1,5,0.0352759040141546
2,2,1,0.0868
2,2,2,0.0988
2,2,3,0.09127228027043639
2,2,4,0.0803
2,2,5,0.00011058277120424638
2,3,1,0.1028
2,3,2,0.1033
2,3,3,0.07667486170866626
2,3,4,0.0223
2,3,5,0.547605883003428
2,4,1,0.1134
2,4,2,0.1057
2,4,3,0.06296097111247695
2,4,4,0.0588
2,4,5,0.00022116554240849277
2,5,1,0.1182
2,5,2,0.0998
2,5,3,0.11236170866625692
2,5,4,0.1349
2,5,5,0.00011058277120424638
3,1,1,0.0714
3,1,2,0.1064
3,1,3,0.09188690842040566
3,1,4,0.0555
3,1,5,0.0352759040141546
3,2,1,0.0868
3,2,2,0.0988
3,2,3,0.09127228027043639
3,2,4,0.0803
3,2,5,0.00011058277120424638
3,3,1,0.1028
3,3,2,0.1033
3,3,3,0.07667486170866626
3,3,4,0.0223
3,3,5,0.547605883003428
3,4,1,0.1134
3,4,2,0.1057
3,4,3,0.06296097111247695
3,4,4,0.0588
3,4,5,0.00022116554240849277
3,5,1,0.1182
3,5,2,0.0998
3,5,3,0.11236170866625692
3,5,4,0.1349
3,5,5,0.00011058277120424638
4,1,1,0.0714
4,1,2,0.1064
4,1,3,0.09188690842040566
4,1,4,0.0555
4,1,5,0.0352759040141546
4,2,1,0.0868
4,2,2,0.0988
4,2,3,0.09127228027043639
4,2,4,0.0803
4,2,5,0.00011058277120424638
4,3,1,0.1028
4,3,2,0.1033
4,3,3,0.07667486170866626
4,3,4,0.0223
4,3,5,0.547605883003428
4,4,1,0.1134
4,4,2,0.1057
4,4,3,0.06296097111247695
4,4,4,0.0588
4,4,5,0.00022116554240849277
4,5,1,0.1182
4,5,2,0.0998
4,5,3,0.11236170866625692
4,5,4,0.1349
4,5,5,0.00011058277120424638
5,1,1,0.0714
5,1,2,0.1064
5,1,3,0.09188690842040566
5,1,4,0.0555
5,1,5,0.0352759040141546
5,2,1,0.0868
5,2,2,0.0988
5,2,3,0.09127228027043639
5,2,4,0.0803
5,2,5,0.00011058277120424638
5,3,1,0.1028
5,3,2,0.1033
5,3,3,0.07667486170866626
5,3,4,0.0223
5,3,5,0.547605883003428
5,4,1,0.1134
5,4,2,0.1057
5,4,3,0.06296097111247695
5,4,4,0.0588
5,4,5,0.00022116554240849277
5,5,1,0.1182
5,5,2,0.0998
5,5,3,0.11236170866625692
5,5,4,0.1349
5,5,5,0.00011058277120424638
6,1,1,0.1211
6,1,2,0.0822
6,1,3,0.30086047940995697
6,1,4,0.0347
6,1,5,0.13148291496184894
6,2,1,0.0733
6,2,2,0.3313
6,2,3,0.09058082360172096
6,2,4,0.0845
6,2,5,0.0009952449408382174
6,3,1,0.1028
6,3,2,0.1033
6,3,3,0.07667486170866626
6,3,4,0.0223
6,3,5,0.547605883003428
6,4,1,0.1134
6,4,2,0.1057
6,4,3,0.06296097111247695
6,4,4,0.0588
6,4,5,0.00022116554240849277
6,5,1,0.1182
6,5,2,0.0998
6,5,3,0.11236170866625692
6,5,4,0.1349
6,5,5,0.00011058277120424638
7,1,1,0.1211
7,1,2,0.0822
7,1,3,0.30086047940995697
7,1,4,0.0347
7,1,5,0.13148291496184894
7,2,1,0.0733
7,2,2,0.3313
7,2,3,0.09058082360172096
7,2,4,0.0845
7,2,5,0.0009952449408382174
7,3,1,0.1028
7,3,2,0.1033
7,3,3,0.07667486170866626
7,3,4,0.0223
7,3,5,0.547605883003428
7,4,1,0.1134
7,4,2,0.1057
7,4,3,0.06296097111247695
7,4,4,0.0588
7,4,5,0.00022116554240849277
7,5,1,0.1182
7,5,2,0.0998
7,5,3,0.11236170866625692
7,5,4,0.1349
7,5,5,0.00011058277120424638
8,1,1,0.1211
8,1,2,0.0822
8,1,3,0.30086047940995697
8,1,4,0.0347
8,1,5,0.13148291496184894
8,2,1,0.0733
8,2,2,0.3313
8,2,3,0.09058082360172096
8,2,4,0.0845
8,2,5,0.0009952449408382174
8,3,1,0.1028
8,3,2,0.1033
8,3,3,0.07667486170866626
8,3,4,0.0223
8,3,5,0.547605883003428
8,4,1,0.1134
8,4,2,0.1057
8,4,3,0.06296097111247695
8,4,4,0.0588
8,4,5,0.00022116554240849277
8,5,1,0.1182
8,5,2,0.0998
8,5,3,0.11236170866625692
8,5,4,0.1349
8,5,5,0.00011058277120424638
9,1,1,0.0757
9,1,2,0.0846
9,1,3,0.3594038106945298
9,1,4,0.0375
9,1,5,0.06546500055291386
9,2,1,0.0733
9,2,2,0.3313
9,2,3,0.09058082360172096
9,2,4,0.0845
9,2,5,0.0009952449408382174
9,3,1,0.1028
9,3,2,0.1033
9,3,3,0.07667486170866626
9,3,4,0.0223
9,3,5,0.547605883003428
9,4,1,0.1134
9,4,2,0.1057
9,4,3,0.06296097111247695
9,4,4,0.0588
9,4,5,0.00022116554240849277
9,5,1,0.1182
9,5,2,0.0998
9,5,3,0.11236170866625692
9,5,4,0.1349
9,5,5,0.00011058277120424638
10,1,1,0.0757
10,1,2,0.0846
10,1,3,0.3594038106945298
10,1,4,0.0375
10,1,5,0.06546500055291386
10,2,1,0.0733
10,2,2,0.3313
10,2,3,0.09058082360172096
10,2,4,0.0845
10,2,5,0.0009952449408382174
10,3,1,0.1028
10,3,2,0.1033
10,3,3,0.07667486170866626
10,3,4,0.0223
10,3,5,0.547605883003428
10,4,1,0.1134
10,4,2,0.1057
10,4,3,0.06296097111247695
10,4,4,0.0588
10,4,5,0.00022116554240849277
10,5,1,0.1182
10,5,2,0.0998
10,5,3,0.11236170866625692
