epoch,bee_id,task_id,accuracies
0,1,1,0.28574588079177266
1,1,1,0.7200044233108481
2,1,1,0.7227689925909543
3,1,1,0.8144421099192746
4,1,1,0.8144421099192746
5,1,1,0.8144421099192746
6,1,1,0.8784695344465332
7,1,1,0.8732721441999336
8,1,1,0.8744885546831803
9,1,1,0.8750414685392016
10,1,1,0.8785801172177374
11,1,1,0.8785801172177374
12,1,1,0.879243613844963
13,1,1,0.879243613844963
14,1,1,0.879243613844963
15,1,1,0.8784695344465332
16,1,1,0.8780272033617162
17,1,1,0.8780272033617162
18,1,1,0.8800176932433926
19,1,1,0.878801282760146
20,1,1,0.8821187658962734
21,1,1,0.8827822625234988
22,1,1,0.8827822625234988
23,1,1,0.8827822625234988
24,1,1,0.887316156142873
25,1,1,0.8825610969810903
26,1,1,0.8827822625234988
27,1,1,0.8827822625234988
28,1,1,0.8827822625234988
29,1,1,0.8827822625234988
30,1,1,0.8827822625234988
31,1,1,0.8827822625234988
32,1,1,0.8856574145748093
33,1,1,0.8860997456596262
34,1,1,0.8841092557779497
35,1,1,0.8886431493973239
36,1,1,0.8875373216852814
37,1,1,0.8869844078292602
38,1,1,0.8869844078292602
39,1,1,0.8869844078292602
40,1,1,0.8883114010837112
41,1,1,0.8883114010837112
42,1,1,0.8755943823952228
43,1,1,0.8900807254229791
44,1,1,0.8897489771093664
45,1,1,0.8858785801172178
46,1,1,0.8825610969810903
47,1,1,0.8937299568727193
48,1,1,0.8908548048214088
49,1,1,0.8922923808470641
50,1,1,0.8949463673559659
51,1,1,0.8949463673559659
52,1,1,0.8949463673559659
53,1,1,0.8937299568727193
54,1,1,0.8977109366360722
55,1,1,0.8977109366360722
56,1,1,0.8933982085591065
57,1,1,0.8821187658962734
58,1,1,0.8964945261528254
59,1,1,0.8987061815769103
60,1,1,0.8987061815769103
61,1,1,0.9068893066460245
62,1,1,0.8961627778392126
63,1,1,0.9026871613402632
64,1,1,0.8949463673559659
65,1,1,0.9085480482140883
66,1,1,0.9112020347229901
67,1,1,0.8845515868627668
68,1,1,0.9001437576025655
69,1,1,0.8956098639831914
70,1,1,0.8956098639831914
71,1,1,0.9167311732832025
72,1,1,0.9154041800287516
73,1,1,0.9154041800287516
74,1,1,0.9154041800287516
75,1,1,0.9083268826716797
76,1,1,0.8970474400088466
77,1,1,0.9119761141214199
78,1,1,0.8901913081941834
79,1,1,0.8901913081941834
80,1,1,0.9104279553245604
81,1,1,0.9104279553245604
82,1,1,0.9146301006303218
83,1,1,0.8964945261528254
84,1,1,0.8964945261528254
85,1,1,0.9179475837664491
86,1,1,0.9179475837664491
87,1,1,0.9255777949795422
88,1,1,0.9140771867743006
89,1,1,0.8951675328983745
90,1,1,0.9194957425633087
91,1,1,0.9194957425633087
92,1,1,0.9194957425633087
93,1,1,0.9220391463010063
94,1,1,0.9023554130266505
95,1,1,0.9172840871392237
96,1,1,0.9172840871392237
97,1,1,0.9172840871392237
98,1,1,0.9262412916067677
99,1,1,0.9262412916067677
100,1,1,0.9282317814884441
