time,bee1_id,bee2_id,task_id,task_1,task_2,task_3,task_4,task_5
0.0,1,0,0,0.0734,0.0985,0.06430547019053473,0.0612,0.0
0.0,2,0,0,0.0775,0.1033,0.0765980331899201,0.0692,0.00011058277120424638
0.0,3,0,0,0.0776,0.0947,0.06949139520590043,0.1558,0.0018799071104721884
0.0,4,0,0,0.0999,0.0759,0.06349877074370006,0.0775,0.042795532456043346
0.0,5,0,0,0.0934,0.0806,0.07402427781192379,0.1408,0.0
0.622761083150402,1,2,2,0.0734,0.0985,0.06430547019053473,0.0612,0.0
0.8008113857205515,2,2,2,0.1038,0.193,0.1082897971727105,0.0972,0.0
0.9521005685388564,3,4,2,0.0776,0.0947,0.06949139520590043,0.1558,0.0018799071104721884
0.9862350773175937,5,2,3,0.0934,0.0806,0.07402427781192379,0.1408,0.0
1.097377552061398,2,3,4,0.1038,0.193,0.1082897971727105,0.0972,0.0
3.90059108763129,5,5,1,0.2497,0.0861,0.07728948985863553,0.131,0.0
4.244597361629571,4,5,1,0.0999,0.0759,0.06349877074370006,0.0775,0.042795532456043346
6.727140226181509,5,5,5,0.098,0.0855,0.0667639827904118,0.1,0.314165652991264
8.074127485623682,4,4,4,0.0705,0.0944,0.06411339889366933,0.4265,0.0579453721110251
8.934885919574313,5,4,4,0.098,0.0855,0.0667639827904118,0.1,0.314165652991264
9.08763966501606,5,2,2,0.098,0.0855,0.0667639827904118,0.1,0.314165652991264
9.811669368746932,1,1,3,0.1017,0.097,0.13329748002458514,0.1166,0.0
13.277186002570406,1,1,3,0.103,0.1001,0.16260755992624462,0.1147,0.0
13.905509883256643,2,3,3,0.1038,0.193,0.1082897971727105,0.0972,0.0
16.672869605854828,2,4,4,0.1038,0.193,0.1082897971727105,0.0972,0.0
18.94708643529065,2,5,2,0.1038,0.193,0.1082897971727105,0.0972,0.0
21.641797915017996,1,4,4,0.103,0.1001,0.16260755992624462,0.1147,0.0
22.435045644958024,4,4,3,0.103,0.1048,0.1622618315918869,0.1682,0.027203361716244608
23.346361234886302,3,4,4,0.0776,0.0947,0.06949139520590043,0.1558,0.0018799071104721884
23.651610878619998,1,2,4,0.103,0.1001,0.16260755992624462,0.1147,0.0
23.816374382918937,1,4,4,0.103,0.1001,0.16260755992624462,0.1147,0.0
24.143616894052336,4,2,1,0.103,0.1048,0.1622618315918869,0.1682,0.027203361716244608
24.417388226081044,2,3,2,0.1038,0.193,0.1082897971727105,0.0972,0.0
24.85386554574409,3,3,1,0.2573,0.0891,0.08912108174554395,0.0981,0.0011058277120424638
25.004254289544004,2,3,4,0.1038,0.193,0.1082897971727105,0.0972,0.0
25.80589035164705,3,1,3,0.2573,0.0891,0.08912108174554395,0.0981,0.0011058277120424638
25.86880802345266,2,2,5,0.098,0.1,0.06699446834665028,0.1,0.1633307530686719
28.268474407024488,2,5,5,0.098,0.1,0.06699446834665028,0.1,0.1633307530686719
28.31846331037211,2,5,3,0.098,0.1,0.06699446834665028,0.1,0.1633307530686719
32.13450434553332,3,5,4,0.2573,0.0891,0.08912108174554395,0.0981,0.0011058277120424638
32.8497849434983,4,5,5,0.103,0.1048,0.1622618315918869,0.1682,0.027203361716244608
34.308952069152426,2,5,5,0.098,0.1,0.06699446834665028,0.1,0.1633307530686719
35.137366899432045,3,1,2,0.2573,0.0891,0.08912108174554395,0.0981,0.0011058277120424638
35.62710144447633,2,5,5,0.098,0.1,0.06699446834665028,0.1,0.1633307530686719
36.20380982796362,5,4,3,0.098,0.0855,0.0667639827904118,0.1,0.314165652991264
36.48877458083009,1,5,1,0.103,0.1001,0.16260755992624462,0.1147,0.0
36.50946031580793,5,4,4,0.098,0.0855,0.0667639827904118,0.1,0.314165652991264
36.71079010360921,3,2,1,0.2573,0.0891,0.08912108174554395,0.0981,0.0011058277120424638
36.785012800533245,5,3,3,0.098,0.0855,0.0667639827904118,0.1,0.314165652991264
38.720946420800146,3,4,3,0.2573,0.0891,0.08912108174554395,0.0981,0.0011058277120424638
40.373592883601106,2,3,1,0.098,0.1,0.06699446834665028,0.1,0.1633307530686719
41.559754516018074,2,4,4,0.098,0.1,0.06699446834665028,0.1,0.1633307530686719
45.390016789825395,3,1,3,0.2573,0.0891,0.08912108174554395,0.0981,0.0011058277120424638
46.91054026639299,3,1,3,0.2573,0.0891,0.08912108174554395,0.0981,0.0011058277120424638
48.422228881678905,4,2,4,0.103,0.1048,0.1622618315918869,0.1682,0.027203361716244608
49.035865490505586,2,3,1,0.098,0.1,0.06699446834665028,0.1,0.1633307530686719
49.306959147866614,1,3,1,0.103,0.1001,0.16260755992624462,0.1147,0.0
50.893384705944115,1,5,3,0.103,0.1001,0.16260755992624462,0.1147,0.0
51.92575657251613,3,1,2,0.2573,0.0891,0.08912108174554395,0.0981,0.0011058277120424638
52.81229409630734,4,3,1,0.103,0.1048,0.1622618315918869,0.1682,0.027203361716244608
54.008841876848614,5,3,1,0.098,0.0855,0.0667639827904118,0.1,0.314165652991264
54.94558693214828,5,4,4,0.098,0.0855,0.0667639827904118,0.1,0.314165652991264
55.534706078203484,2,4,3,0.098,0.1,0.06699446834665028,0.1,0.1633307530686719
57.052073158355576,5,4,2,0.098,0.0855,0.0667639827904118,0.1,0.314165652991264
57.53020081417042,5,2,4,0.098,0.0855,0.0667639827904118,0.1,0.314165652991264
57.903262171574106,2,5,5,0.098,0.1,0.06699446834665028,0.1,0.1633307530686719
57.947640926778796,1,1,2,0.0818,0.1988,0.1339121081745544,0.1007,0.0
58.609202410473785,4,3,4,0.103,0.1048,0.1622618315918869,0.1682,0.027203361716244608
60.38236855123395,3,4,3,0.2573,0.0891,0.08912108174554395,0.0981,0.0011058277120424638
61.20299779431848,4,2,2,0.103,0.1048,0.1622618315918869,0.1682,0.027203361716244608
62.10491512739376,4,1,4,0.103,0.1048,0.1622618315918869,0.1682,0.027203361716244608
62.235623906989694,1,5,2,0.0818,0.1988,0.1339121081745544,0.1007,0.0
62.86226632050057,4,3,1,0.103,0.1048,0.1622618315918869,0.1682,0.027203361716244608
63.54349417427605,1,3,1,0.0818,0.1988,0.1339121081745544,0.1007,0.0
63.5573309683187,2,5,5,0.098,0.1,0.06699446834665028,0.1,0.1633307530686719
63.71164288431939,5,1,4,0.098,0.0855,0.0667639827904118,0.1,0.314165652991264
64.45350183424846,5,1,4,0.098,0.0855,0.0667639827904118,0.1,0.314165652991264
66.26815617049412,2,5,5,0.098,0.1,0.06699446834665028,0.1,0.1633307530686719
67.22114881359256,5,3,1,0.098,0.0855,0.0667639827904118,0.1,0.314165652991264
68.10325625291647,5,4,5,0.098,0.0855,0.0667639827904118,0.1,0.314165652991264
68.63337129994625,2,5,5,0.098,0.1,0.06699446834665028,0.1,0.1633307530686719
68.66278651835731,3,4,1,0.2573,0.0891,0.08912108174554395,0.0981,0.0011058277120424638
70.14222041260915,5,4,4,0.098,0.0855,0.0667639827904118,0.1,0.314165652991264
70.417526002024,3,2,1,0.2573,0.0891,0.08912108174554395,0.0981,0.0011058277120424638
71.78661603572293,3,4,3,0.2573,0.0891,0.08912108174554395,0.0981,0.0011058277120424638
