time,bee1_id,bee2_id,task_id,task_1
0.3773707662373539,1,1,1,0.1520436385986478
0.4104630002353914,1,1,1,0.1533881376767056
0.6689522134546332,1,1,1,0.15569299323909036
1.1419534217075684,1,1,1,0.15915027658266748
1.8218926689359307,1,1,1,0.16437461585740626
1.8877120710067437,1,1,1,0.16679471419791025
2.2651345342445275,1,1,1,0.17244161032575292
2.3104363633613074,1,1,1,0.1762062077443147
2.5470157722437166,1,1,1,0.17682083589428396
2.8248841701891907,1,1,1,0.18004763368162263
3.109892335929593,1,1,1,0.17866472034419176
3.1528864682583144,1,1,1,0.18742317148125384
3.168017101795595,1,1,1,0.19349262446220036
3.2615635266578233,1,1,1,0.19518285187461587
3.5909700221454455,1,1,1,0.1943377381684081
3.6016058294848246,1,1,1,0.19706515058389673
3.6582598830614828,1,1,1,0.19721880762138905
3.695155004275121,1,1,1,0.19556699446834666
3.6968409900430212,1,1,1,0.19837123540258145
3.7946873407657487,1,1,1,0.19837123540258145
4.1317998064398544,1,1,1,0.20017670559311618
4.28776681085026,1,1,1,0.20079133374308544
4.444120604543277,1,1,1,0.20052243392747388
4.6278073121190255,1,1,1,0.2008681622618316
4.799840188732804,1,1,1,0.2008681622618316
4.8970667386970845,1,1,1,0.19944683466502766
5.323587334723322,1,1,1,0.2012138905961893
5.80904642428582,1,1,1,0.2014059618930547
5.83445441188904,1,1,1,0.20259680393362017
5.92214389054663,1,1,1,0.20117547633681623
6.351562508626221,1,1,1,0.20155961893054702
6.4584506191421935,1,1,1,0.20209741856177013
6.613125706878762,1,1,1,0.20278887523048555
7.200356966612248,1,1,1,0.2032498463429625
8.145139054790036,1,1,1,0.20301936078672403
8.344759106572008,1,1,1,0.20313460356484328
8.740014472138096,1,1,1,0.2032882606023356
8.81519328056489,1,1,1,0.20313460356484328
8.860752032633073,1,1,1,0.20371081745543945
9.207839220275035,1,1,1,0.20447910264290103
9.327875831476454,1,1,1,0.20355716041794714
9.579771665088284,1,1,1,0.20401813153042408
9.658552624317737,1,1,1,0.20424861708666256
9.829826153131238,1,1,1,0.2037876459741856
9.905598244597643,1,1,1,0.20424861708666256
9.923832806526555,1,1,1,0.2043638598647818
10.496094597103847,1,1,1,0.2045559311616472
10.805368680331483,1,1,1,0.2043638598647818
10.976189772465966,1,1,1,0.20424861708666256
11.046995457971718,1,1,1,0.20401813153042408
11.396980499579351,1,1,1,0.20424861708666256
11.400542704160356,1,1,1,0.20413337430854334
11.406034804994878,1,1,1,0.20490165949600492
11.586832142388015,1,1,1,0.20551628764597418
11.652839662041597,1,1,1,0.20520897357098955
11.668583970214007,1,1,1,0.20486324523663182
11.689433386849213,1,1,1,0.20486324523663182
11.866636983712386,1,1,1,0.20386447449293177
11.950968699753458,1,1,1,0.20348033189920098
11.989545482338094,1,1,1,0.20424861708666256
12.655680737707547,1,1,1,0.2036339889366933
12.76012081958304,1,1,1,0.20401813153042408
12.844016348803503,1,1,1,0.2041717885679164
12.846191539612352,1,1,1,0.20490165949600492
13.04584251244123,1,1,1,0.2043638598647818
13.116293895010196,1,1,1,0.20467117393976644
13.22538550096243,1,1,1,0.20405654578979718
13.528002002387321,1,1,1,0.20497848801475108
14.22428681726727,1,1,1,0.20355716041794714
14.401155787663107,1,1,1,0.2045559311616472
14.477015527105525,1,1,1,0.20094499078057776
14.779672839893456,1,1,1,0.19929317762753535
14.841958421700921,1,1,1,0.2012523048555624
14.916313963791431,1,1,1,0.20509373079287033
15.497042032052123,1,1,1,0.20559311616472034
15.611033858731666,1,1,1,0.2056699446834665
15.847408404270487,1,1,1,0.20551628764597418
15.982527497722467,1,1,1,0.20555470190534728
16.169459738498507,1,1,1,0.20670712968653965
16.445364379512235,1,1,1,0.2066303011677935
16.558820574431785,1,1,1,0.20609250153657038
16.84316121357386,1,1,1,0.2062077443146896
17.08649533822182,1,1,1,0.20482483097725876
17.092156388658836,1,1,1,0.20639981561155502
17.294517596407843,1,1,1,0.2056699446834665
17.37741408518467,1,1,1,0.20551628764597418
17.378401601532975,1,1,1,0.20590043023970497
17.750642763340597,1,1,1,0.20666871542716655
17.78039451504826,1,1,1,0.20390288875230486
17.823461263800354,1,1,1,0.2032498463429625
17.879934744020957,1,1,1,0.20371081745543945
18.147407825892426,1,1,1,0.20501690227412417
18.218828466273372,1,1,1,0.20540104486785496
19.084010537773597,1,1,1,0.20494007375537798
19.129917061041517,1,1,1,0.20835894283958206
19.165697673822468,1,1,1,0.20686078672403196
19.195673980204734,1,1,1,0.20766748617086664
19.26022671145195,1,1,1,0.20908881376767055
19.33056768332728,1,1,1,0.2086662569145667
19.36949360733515,1,1,1,0.20766748617086664
19.57632435378182,1,1,1,0.20728334357713582
19.61859629180314,1,1,1,0.20536263060848187
19.778610121015575,1,1,1,0.20478641671788567
19.827214785299248,1,1,1,0.20194376152427782
19.85302927119896,1,1,1,0.20536263060848187
19.984409090736534,1,1,1,0.20743700061462814
20.36954156635173,1,1,1,0.20905039950829749
21.18436189001754,1,1,1,0.20939612784265518
21.233784463294683,1,1,1,0.20985709895513213
21.37488794200013,1,1,1,0.2106637984019668
21.380294505378053,1,1,1,0.2103180700676091
21.50585758803773,1,1,1,0.20739858635525507
21.7516079166115,1,1,1,0.21024124154886295
21.798937102853817,1,1,1,0.20874308543331285
22.063241966525613,1,1,1,0.2090119852489244
22.079003128336517,1,1,1,0.2110479409956976
22.34457392093867,1,1,1,0.20759065765212048
22.797311152050966,1,1,1,0.21170098340503996
22.911041943697235,1,1,1,0.2110479409956976
22.984976318205543,1,1,1,0.2117778119237861
23.107002330146717,1,1,1,0.21097111247695144
23.125684473829324,1,1,1,0.2131223110018439
23.356951175652526,1,1,1,0.20739858635525507
23.983460152249705,1,1,1,0.20666871542716655
23.99595915411379,1,1,1,0.2078979717271051
24.293474157695186,1,1,1,0.2060540872771973
25.498957786512513,1,1,1,0.20517055931161648
25.531297527663405,1,1,1,0.2080900430239705
25.667489547858455,1,1,1,0.20724492931776275
25.67347682733769,1,1,1,0.20889674247080517
26.186342026882105,1,1,1,0.21081745543945912
26.19152316526856,1,1,1,0.2099339274738783
26.19752896740793,1,1,1,0.20928088506453596
26.41617842626932,1,1,1,0.20847418561770129
26.883308870152607,1,1,1,0.2119698832206515
27.292415458163152,1,1,1,0.2103180700676091
27.392837636314187,1,1,1,0.20997234173325138
27.48981720769789,1,1,1,0.21281499692685926
27.557625768770652,1,1,1,0.20962661339889366
27.86312153647486,1,1,1,0.2053242163491088
28.293427146289392,1,1,1,0.20578518746158575
28.396439539872002,1,1,1,0.2036724031960664
29.392719237345684,1,1,1,0.20601567301782422
29.526754101241455,1,1,1,0.20908881376767055
29.56812708881179,1,1,1,0.2053242163491088
29.56854421683613,1,1,1,0.20670712968653965
29.966371893243483,1,1,1,0.21373693915181316
30.50400569215705,1,1,1,0.2155424093423479
30.626475795537182,1,1,1,0.2145820528580209
30.674996290751455,1,1,1,0.21688690842040564
31.25365025523419,1,1,1,0.211240012292563
31.354950651585558,1,1,1,0.2107022126613399
31.470134275791615,1,1,1,0.20478641671788567
31.54783522835412,1,1,1,0.20424861708666256
31.56427558755572,1,1,1,0.20701444376152428
31.803761792737554,1,1,1,0.21150891210817455
32.04157553459605,1,1,1,0.2095497848801475
32.111053067562096,1,1,1,0.20970344191763982
32.282210025495,1,1,1,0.21112476951444376
32.43323750284474,1,1,1,0.21527350952673632
32.45448608635828,1,1,1,0.21485095267363244
33.052417846164495,1,1,1,0.2173478795328826
33.229380176771414,1,1,1,0.21527350952673632
33.29024756240092,1,1,1,0.2086278426551936
33.30814869605742,1,1,1,0.20835894283958206
33.31742387703688,1,1,1,0.20851259987707438
33.51561901311998,1,1,1,0.21250768285187463
34.3609053675213,1,1,1,0.20693761524277812
34.37215468238915,1,1,1,0.21250768285187463
35.07699781551188,1,1,1,0.21093269821757837
35.12583213183143,1,1,1,0.21004917025199754
35.36336044565863,1,1,1,0.2095497848801475
35.41513158871359,1,1,1,0.21780885064535957
36.255104967442314,1,1,1,0.21131684081130916
36.4395233509327,1,1,1,0.20843577135832822
36.813631861186295,1,1,1,0.20724492931776275
37.14455547126247,1,1,1,0.21089428395820528
37.21560538665637,1,1,1,0.20858942839582054
37.65665162960448,1,1,1,0.2075522433927474
38.081828022815564,1,1,1,0.20839735709895513
38.14720554651806,1,1,1,0.21097111247695144
38.412390908029636,1,1,1,0.20855101413644744
38.66643305985094,1,1,1,0.20666871542716655
38.68525922154195,1,1,1,0.21150891210817455
38.68809994555813,1,1,1,0.21077904118008606
38.82506089911276,1,1,1,0.20647664413030117
39.332620361612136,1,1,1,0.20943454210202828
39.68135661758439,1,1,1,0.2073217578365089
39.712921283456495,1,1,1,0.20705285802089735
39.73133769514966,1,1,1,0.20951137062077443
39.924563563961776,1,1,1,0.21035648432698217
40.08866117358181,1,1,1,0.21043331284572833
40.28833878295898,1,1,1,0.21392901044867854
40.33642088354323,1,1,1,0.2116241548862938
40.41478713289754,1,1,1,0.21412108174554395
40.45020723239168,1,1,1,0.2184618930547019
40.62848948905197,1,1,1,0.2162338660110633
40.8699475386193,1,1,1,0.21980639213275968
41.03044679163727,1,1,1,0.22045943454210204
41.086108626613516,1,1,1,0.22030577750460972
41.11153256680332,1,1,1,0.219960049170252
41.16296327376802,1,1,1,0.22065150583896742
41.19032690422179,1,1,1,0.22095881991395205
41.77843670557286,1,1,1,0.21654118008604795
42.100312031035685,1,1,1,0.21750153657037494
42.18406498486554,1,1,1,0.21081745543945912
42.394456250284655,1,1,1,0.2101644130301168
42.7938610932663,1,1,1,0.211240012292563
43.019300725407014,1,1,1,0.21135525507068223
43.02156464128459,1,1,1,0.22138137676705594
43.389372633200246,1,1,1,0.2169637369391518
43.50102428173076,1,1,1,0.21193146896127843
43.80126713045636,1,1,1,0.22218807621389058
43.977837996402144,1,1,1,0.21415949600491702
44.31443359216485,1,1,1,0.21934542102028273
44.504782178854974,1,1,1,0.22157344806392132
44.741010588769285,1,1,1,0.21488936693300553
44.9330933231005,1,1,1,0.2180777504609711
44.948910937972315,1,1,1,0.21673325138291333
45.107489491811606,1,1,1,0.21719422249539028
45.702973708217655,1,1,1,0.21377535341118623
45.7222093014465,1,1,1,0.2121235402581438
46.061393281241614,1,1,1,0.2105101413644745
46.17151121853981,1,1,1,0.20966502765826675
46.33413926346137,1,1,1,0.21235402581438229
46.3425129712463,1,1,1,0.21223878303626306
46.37855625832422,1,1,1,0.211240012292563
46.41113511586732,1,1,1,0.2131223110018439
46.418855160374164,1,1,1,0.21243085433312844
46.56788609621075,1,1,1,0.2116241548862938
46.808804310543564,1,1,1,0.21289182544560542
46.912308510067966,1,1,1,0.21235402581438229
47.11623331512621,1,1,1,0.21888444990780578
47.313776373023885,1,1,1,0.21093269821757837
48.23375221173503,1,1,1,0.20747541487400123
48.27835357165655,1,1,1,0.20778272894898586
48.31558091105949,1,1,1,0.20536263060848187
48.3507619385071,1,1,1,0.21081745543945912
48.55662715370526,1,1,1,0.211240012292563
48.71870604308743,1,1,1,0.21204671173939765
48.865310004468,1,1,1,0.21584972341733252
49.049943795425754,1,1,1,0.2201521204671174
49.536544805435376,1,1,1,0.22022894898586357
49.77820448756993,1,1,1,0.22061309157959436
50.09263920863885,1,1,1,0.22188076213890595
50.12877880679038,1,1,1,0.2262984019668101
50.229848002462404,1,1,1,0.22022894898586357
50.44354022088953,1,1,1,0.21896127842655194
50.92238238094448,1,1,1,0.21435156730178243
51.05288286214501,1,1,1,0.217539950829748
51.20788555393987,1,1,1,0.21673325138291333
51.278503148071906,1,1,1,0.2229563614013522
51.491183555539344,1,1,1,0.21627228027043638
51.887446528629965,1,1,1,0.21293023970497849
52.57497657008375,1,1,1,0.2110863552550707
53.31717708400437,1,1,1,0.21039489858635527
53.609194098236664,1,1,1,0.218500307314075
54.24588667574895,1,1,1,0.21915334972341732
54.398032307856454,1,1,1,0.2156960663798402
54.583025418158755,1,1,1,0.2180777504609711
55.30105193517488,1,1,1,0.22218807621389058
56.310582741648155,1,1,1,0.21542716656422864
56.33280491782312,1,1,1,0.20670712968653965
56.33957375567227,1,1,1,0.20981868469575907
56.73244439506357,1,1,1,0.21369852489244007
56.857208022604176,1,1,1,0.21385218192993238
57.26045906281234,1,1,1,0.2116241548862938
57.26465453854056,1,1,1,0.20939612784265518
57.64185204019078,1,1,1,0.20924247080516287
57.773016526318685,1,1,1,0.2092040565457898
57.78403125672747,1,1,1,0.20878149969268592
57.95717560428416,1,1,1,0.2071681007990166
58.02828080098295,1,1,1,0.2067839582052858
58.329664110900815,1,1,1,0.20759065765212048
58.57615796375784,1,1,1,0.20582360172095882
58.66630724116995,1,1,1,0.20720651505838966
59.11432653300149,1,1,1,0.2121619545175169
59.368179608137645,1,1,1,0.2067455439459127
59.42120610100963,1,1,1,0.20520897357098955
59.502849758978066,1,1,1,0.21730946527350953
59.89674713713265,1,1,1,0.2105101413644745
59.94219083442829,1,1,1,0.2115857406269207
59.954660423592564,1,1,1,0.21688690842040564
60.01876756874292,1,1,1,0.21335279655808237
60.20762672903291,1,1,1,0.22207283343577136
60.27278515998422,1,1,1,0.22153503380454825
60.48182524049783,1,1,1,0.21600338045482484
60.52386436665076,1,1,1,0.218999692685925
60.73640065211951,1,1,1,0.22299477566072526
60.79676223284207,1,1,1,0.217539950829748
61.15055594191942,1,1,1,0.219960049170252
61.23985822688604,1,1,1,0.20855101413644744
61.31736763962313,1,1,1,0.22176551936078673
61.33709557311928,1,1,1,0.21377535341118623
61.76313791792454,1,1,1,0.2234557467732022
61.77330267864038,1,1,1,0.22579901659496004
62.262005370995475,1,1,1,0.222380147510756
62.26698305877231,1,1,1,0.21481253841425937
62.43556563582301,1,1,1,0.22380147510755993
62.56940100491148,1,1,1,0.22130454824830978
62.57501705852274,1,1,1,0.2181161647203442
62.598077309480196,1,1,1,0.21319913952059005
62.923231897754434,1,1,1,0.21523509526736326
63.21296770467064,1,1,1,0.21331438229870928
63.2179388669532,1,1,1,0.21919176398279042
63.4809538729535,1,1,1,0.2269898586355255
63.66108100480576,1,1,1,0.21961432083589427
63.67138879829384,1,1,1,0.21573448063921327
63.83442954948761,1,1,1,0.21688690842040564
63.90337823453681,1,1,1,0.21469729563614012
64.30680170021688,1,1,1,0.21765519360786725
64.54227974901264,1,1,1,0.21746312231100184
64.82522336378297,1,1,1,0.21319913952059005
65.03922346516393,1,1,1,0.22579901659496004
65.30922317403126,1,1,1,0.2277581438229871
65.31693076918071,1,1,1,0.22891057160417946
65.49704171046658,1,1,1,0.2225338045482483
65.59200171026512,1,1,1,0.21085586969883222
65.64178505176722,1,1,1,0.21611862323294406
65.67225865797057,1,1,1,0.22272587584511372
65.7936159054302,1,1,1,0.22806545789797172
65.94013867921761,1,1,1,0.21842347879532883
66.75173132669848,1,1,1,0.21250768285187463
67.1586229437156,1,1,1,0.20651505838967424
67.28684064890663,1,1,1,0.20486324523663182
67.48545105771069,1,1,1,0.20490165949600492
