batch_size,batches_per_step,center_generation_bounds,dataset_names,dead_time,features_dimension,interaction_rate,lambda_sensitivity,learning_rate,max_input_dim,max_output_dim,n_bees,n_classes,n_epochs,n_per_class_test,n_per_class_train,n_steps_per_epoch,n_tasks,param_id,production_rate,punish_rate,punishment,random_seed,replicate_id,run_time,run_timestamp,save_nn_epochs,seed,use_gauss,use_per_class_variance,variance_bounds,n_tasks_1,n_bees_total,n_bees_final,t_end,task_spec_mean_final,agent_spec_mean_final,final_min_task_best,final_mean_task_best,max_thr_matching_final,onset_thr_0p8,task_spec_mean_onset_thr_0p8,agent_spec_mean_onset_thr_0p8,onset_thr_0p9,task_spec_mean_onset_thr_0p9,agent_spec_mean_onset_thr_0p9,root,param_folder,param_dir,event_log_path,config_path,git_commit,git_dirty,julia_version
32,1000,"[0,1]","[""task_1"",""task_2"",""task_3"",""task_4"",""task_5"",""task_6"",""task_7"",""task_8"",""task_9"",""task_10""]",0.01,10,500.0,100,5.0e-5,10,15,10,15,1000,50,100,1,10,100,1,0.1,time_out,-333902293,1,16623.7,2025-12-15T02:54:11.738,0,-333902293,true,true,"[0.01,0.05]",10,10,10,1000.0000696797849,0.2385703188879463,0.26043566305473187,0.2,0.42053333333333337,0.14133333333333334,,,,,,,/scratch/n/N.Pfaffenzeller/nikolas_nethive/nethive_multiverse/results/big_runs/10b10t15c1000e_lr5,param_100_rep_1,/scratch/n/N.Pfaffenzeller/nikolas_nethive/nethive_multiverse/results/big_runs/10b10t15c1000e_lr5/data/param_100_rep_1,/scratch/n/N.Pfaffenzeller/nikolas_nethive/nethive_multiverse/results/big_runs/10b10t15c1000e_lr5/data/param_100_rep_1/event_log.csv,/scratch/n/N.Pfaffenzeller/nikolas_nethive/nethive_multiverse/results/big_runs/10b10t15c1000e_lr5/data/param_100_rep_1/config.json,,,
32,1000,"[0,1]","[""task_1"",""task_2"",""task_3"",""task_4"",""task_5"",""task_6"",""task_7"",""task_8"",""task_9"",""task_10""]",0.01,10,500.0,100,5.0e-5,10,15,10,15,1000,50,100,1,10,100,1,0.1,time_out,-333902284,10,17495.78,2025-12-15T03:00:08.837,0,-333902284,true,true,"[0.01,0.05]",10,10,10,1000.0003425987977,0.22641586552290877,0.2683593601984959,0.18533333333333332,0.38693333333333335,0.15733333333333333,,,,,,,/scratch/n/N.Pfaffenzeller/nikolas_nethive/nethive_multiverse/results/big_runs/10b10t15c1000e_lr5,param_100_rep_10,/scratch/n/N.Pfaffenzeller/nikolas_nethive/nethive_multiverse/results/big_runs/10b10t15c1000e_lr5/data/param_100_rep_10,/scratch/n/N.Pfaffenzeller/nikolas_nethive/nethive_multiverse/results/big_runs/10b10t15c1000e_lr5/data/param_100_rep_10/event_log.csv,/scratch/n/N.Pfaffenzeller/nikolas_nethive/nethive_multiverse/results/big_runs/10b10t15c1000e_lr5/data/param_100_rep_10/config.json,,,
32,1000,"[0,1]","[""task_1"",""task_2"",""task_3"",""task_4"",""task_5"",""task_6"",""task_7"",""task_8"",""task_9"",""task_10""]",0.01,10,500.0,100,5.0e-5,10,15,10,15,1000,50,100,1,10,100,1,0.1,time_out,-333902292,2,16803.09,2025-12-15T02:54:40.252,0,-333902292,true,true,"[0.01,0.05]",10,10,10,1000.0005758595363,0.2618702967539283,0.30256845185640857,0.132,0.4373333333333333,0.12666666666666668,,,,,,,/scratch/n/N.Pfaffenzeller/nikolas_nethive/nethive_multiverse/results/big_runs/10b10t15c1000e_lr5,param_100_rep_2,/scratch/n/N.Pfaffenzeller/nikolas_nethive/nethive_multiverse/results/big_runs/10b10t15c1000e_lr5/data/param_100_rep_2,/scratch/n/N.Pfaffenzeller/nikolas_nethive/nethive_multiverse/results/big_runs/10b10t15c1000e_lr5/data/param_100_rep_2/event_log.csv,/scratch/n/N.Pfaffenzeller/nikolas_nethive/nethive_multiverse/results/big_runs/10b10t15c1000e_lr5/data/param_100_rep_2/config.json,,,
32,1000,"[0,1]","[""task_1"",""task_2"",""task_3"",""task_4"",""task_5"",""task_6"",""task_7"",""task_8"",""task_9"",""task_10""]",0.01,10,500.0,100,5.0e-5,10,15,10,15,1000,50,100,1,10,100,1,0.1,time_out,-333902291,3,16445.53,2025-12-15T02:55:41.946,0,-333902291,true,true,"[0.01,0.05]",10,10,10,1000.0000576643025,0.17901326248864963,0.18989439886428544,0.144,0.31439999999999996,0.144,,,,,,,/scratch/n/N.Pfaffenzeller/nikolas_nethive/nethive_multiverse/results/big_runs/10b10t15c1000e_lr5,param_100_rep_3,/scratch/n/N.Pfaffenzeller/nikolas_nethive/nethive_multiverse/results/big_runs/10b10t15c1000e_lr5/data/param_100_rep_3,/scratch/n/N.Pfaffenzeller/nikolas_nethive/nethive_multiverse/results/big_runs/10b10t15c1000e_lr5/data/param_100_rep_3/event_log.csv,/scratch/n/N.Pfaffenzeller/nikolas_nethive/nethive_multiverse/results/big_runs/10b10t15c1000e_lr5/data/param_100_rep_3/config.json,,,
32,1000,"[0,1]","[""task_1"",""task_2"",""task_3"",""task_4"",""task_5"",""task_6"",""task_7"",""task_8"",""task_9"",""task_10""]",0.01,10,500.0,100,5.0e-5,10,15,10,15,1000,50,100,1,10,100,1,0.1,time_out,-333902290,4,16593.89,2025-12-15T02:55:49.370,0,-333902290,true,true,"[0.01,0.05]",10,10,10,1000.0003603441788,0.15068120611444924,0.15557544472098256,0.15333333333333332,0.26226666666666665,0.15333333333333332,,,,,,,/scratch/n/N.Pfaffenzeller/nikolas_nethive/nethive_multiverse/results/big_runs/10b10t15c1000e_lr5,param_100_rep_4,/scratch/n/N.Pfaffenzeller/nikolas_nethive/nethive_multiverse/results/big_runs/10b10t15c1000e_lr5/data/param_100_rep_4,/scratch/n/N.Pfaffenzeller/nikolas_nethive/nethive_multiverse/results/big_runs/10b10t15c1000e_lr5/data/param_100_rep_4/event_log.csv,/scratch/n/N.Pfaffenzeller/nikolas_nethive/nethive_multiverse/results/big_runs/10b10t15c1000e_lr5/data/param_100_rep_4/config.json,,,
32,1000,"[0,1]","[""task_1"",""task_2"",""task_3"",""task_4"",""task_5"",""task_6"",""task_7"",""task_8"",""task_9"",""task_10""]",0.01,10,500.0,100,5.0e-5,10,15,10,15,1000,50,100,1,10,100,1,0.1,time_out,-333902289,5,17196.53,2025-12-15T02:55:36.435,0,-333902289,true,true,"[0.01,0.05]",10,10,10,1000.0000136698594,0.18206712444717238,0.21833154294135423,0.08666666666666667,0.3642666666666666,0.08266666666666667,,,,,,,/scratch/n/N.Pfaffenzeller/nikolas_nethive/nethive_multiverse/results/big_runs/10b10t15c1000e_lr5,param_100_rep_5,/scratch/n/N.Pfaffenzeller/nikolas_nethive/nethive_multiverse/results/big_runs/10b10t15c1000e_lr5/data/param_100_rep_5,/scratch/n/N.Pfaffenzeller/nikolas_nethive/nethive_multiverse/results/big_runs/10b10t15c1000e_lr5/data/param_100_rep_5/event_log.csv,/scratch/n/N.Pfaffenzeller/nikolas_nethive/nethive_multiverse/results/big_runs/10b10t15c1000e_lr5/data/param_100_rep_5/config.json,,,
32,1000,"[0,1]","[""task_1"",""task_2"",""task_3"",""task_4"",""task_5"",""task_6"",""task_7"",""task_8"",""task_9"",""task_10""]",0.01,10,500.0,100,5.0e-5,10,15,10,15,1000,50,100,1,10,100,1,0.1,time_out,-333902288,6,16437.17,2025-12-15T02:56:08.379,0,-333902288,true,true,"[0.01,0.05]",10,10,10,1000.0002795855258,0.30710273576544356,0.3590685194933737,0.10133333333333333,0.4779999999999999,0.1,,,,,,,/scratch/n/N.Pfaffenzeller/nikolas_nethive/nethive_multiverse/results/big_runs/10b10t15c1000e_lr5,param_100_rep_6,/scratch/n/N.Pfaffenzeller/nikolas_nethive/nethive_multiverse/results/big_runs/10b10t15c1000e_lr5/data/param_100_rep_6,/scratch/n/N.Pfaffenzeller/nikolas_nethive/nethive_multiverse/results/big_runs/10b10t15c1000e_lr5/data/param_100_rep_6/event_log.csv,/scratch/n/N.Pfaffenzeller/nikolas_nethive/nethive_multiverse/results/big_runs/10b10t15c1000e_lr5/data/param_100_rep_6/config.json,,,
32,1000,"[0,1]","[""task_1"",""task_2"",""task_3"",""task_4"",""task_5"",""task_6"",""task_7"",""task_8"",""task_9"",""task_10""]",0.01,10,500.0,100,5.0e-5,10,15,10,15,1000,50,100,1,10,100,1,0.1,time_out,-333902287,7,16725.58,2025-12-15T02:56:42.741,0,-333902287,true,true,"[0.01,0.05]",10,10,10,1000.0001582492137,0.14080160872069492,0.152017299875504,0.18,0.29066666666666674,0.12933333333333333,,,,,,,/scratch/n/N.Pfaffenzeller/nikolas_nethive/nethive_multiverse/results/big_runs/10b10t15c1000e_lr5,param_100_rep_7,/scratch/n/N.Pfaffenzeller/nikolas_nethive/nethive_multiverse/results/big_runs/10b10t15c1000e_lr5/data/param_100_rep_7,/scratch/n/N.Pfaffenzeller/nikolas_nethive/nethive_multiverse/results/big_runs/10b10t15c1000e_lr5/data/param_100_rep_7/event_log.csv,/scratch/n/N.Pfaffenzeller/nikolas_nethive/nethive_multiverse/results/big_runs/10b10t15c1000e_lr5/data/param_100_rep_7/config.json,,,
32,1000,"[0,1]","[""task_1"",""task_2"",""task_3"",""task_4"",""task_5"",""task_6"",""task_7"",""task_8"",""task_9"",""task_10""]",0.01,10,500.0,100,5.0e-5,10,15,10,15,1000,50,100,1,10,100,1,0.1,time_out,-333902286,8,16815.51,2025-12-15T02:57:43.170,0,-333902286,true,true,"[0.01,0.05]",10,10,10,1000.0008566725969,0.19648111152728834,0.24802215415865686,0.08133333333333333,0.3254666666666667,0.08133333333333333,,,,,,,/scratch/n/N.Pfaffenzeller/nikolas_nethive/nethive_multiverse/results/big_runs/10b10t15c1000e_lr5,param_100_rep_8,/scratch/n/N.Pfaffenzeller/nikolas_nethive/nethive_multiverse/results/big_runs/10b10t15c1000e_lr5/data/param_100_rep_8,/scratch/n/N.Pfaffenzeller/nikolas_nethive/nethive_multiverse/results/big_runs/10b10t15c1000e_lr5/data/param_100_rep_8/event_log.csv,/scratch/n/N.Pfaffenzeller/nikolas_nethive/nethive_multiverse/results/big_runs/10b10t15c1000e_lr5/data/param_100_rep_8/config.json,,,
32,1000,"[0,1]","[""task_1"",""task_2"",""task_3"",""task_4"",""task_5"",""task_6"",""task_7"",""task_8"",""task_9"",""task_10""]",0.05,10,500.0,100,5.0e-5,10,15,10,15,1000,50,100,1,10,101,1,0.1,time_out,-333901293,1,13001.79,2025-12-15T03:00:44.572,0,-333901293,true,true,"[0.01,0.05]",10,10,10,1000.0001378645944,0.34303625637213975,0.3516512974767758,0.268,0.538,0.196,,,,,,,/scratch/n/N.Pfaffenzeller/nikolas_nethive/nethive_multiverse/results/big_runs/10b10t15c1000e_lr5,param_101_rep_1,/scratch/n/N.Pfaffenzeller/nikolas_nethive/nethive_multiverse/results/big_runs/10b10t15c1000e_lr5/data/param_101_rep_1,/scratch/n/N.Pfaffenzeller/nikolas_nethive/nethive_multiverse/results/big_runs/10b10t15c1000e_lr5/data/param_101_rep_1/event_log.csv,/scratch/n/N.Pfaffenzeller/nikolas_nethive/nethive_multiverse/results/big_runs/10b10t15c1000e_lr5/data/param_101_rep_1/config.json,,,
32,1000,"[0,1]","[""task_1"",""task_2"",""task_3"",""task_4"",""task_5"",""task_6"",""task_7"",""task_8"",""task_9"",""task_10""]",0.05,10,500.0,100,5.0e-5,10,15,10,15,1000,50,100,1,10,101,1,0.1,time_out,-333901284,10,13791.44,2025-12-15T03:09:12.406,0,-333901284,true,true,"[0.01,0.05]",10,10,10,1000.0000820134618,0.26912224499021453,0.306613828263605,0.09333333333333334,0.46453333333333335,0.09333333333333334,,,,,,,/scratch/n/N.Pfaffenzeller/nikolas_nethive/nethive_multiverse/results/big_runs/10b10t15c1000e_lr5,param_101_rep_10,/scratch/n/N.Pfaffenzeller/nikolas_nethive/nethive_multiverse/results/big_runs/10b10t15c1000e_lr5/data/param_101_rep_10,/scratch/n/N.Pfaffenzeller/nikolas_nethive/nethive_multiverse/results/big_runs/10b10t15c1000e_lr5/data/param_101_rep_10/event_log.csv,/scratch/n/N.Pfaffenzeller/nikolas_nethive/nethive_multiverse/results/big_runs/10b10t15c1000e_lr5/data/param_101_rep_10/config.json,,,
32,1000,"[0,1]","[""task_1"",""task_2"",""task_3"",""task_4"",""task_5"",""task_6"",""task_7"",""task_8"",""task_9"",""task_10""]",0.05,10,500.0,100,5.0e-5,10,15,10,15,1000,50,100,1,10,101,1,0.1,time_out,-333901292,2,13608.32,2025-12-15T03:02:14.418,0,-333901292,true,true,"[0.01,0.05]",10,10,10,1000.0000250613766,0.1704099979821847,0.19473899465845376,0.128,0.3342666666666667,0.128,,,,,,,/scratch/n/N.Pfaffenzeller/nikolas_nethive/nethive_multiverse/results/big_runs/10b10t15c1000e_lr5,param_101_rep_2,/scratch/n/N.Pfaffenzeller/nikolas_nethive/nethive_multiverse/results/big_runs/10b10t15c1000e_lr5/data/param_101_rep_2,/scratch/n/N.Pfaffenzeller/nikolas_nethive/nethive_multiverse/results/big_runs/10b10t15c1000e_lr5/data/param_101_rep_2/event_log.csv,/scratch/n/N.Pfaffenzeller/nikolas_nethive/nethive_multiverse/results/big_runs/10b10t15c1000e_lr5/data/param_101_rep_2/config.json,,,
32,1000,"[0,1]","[""task_1"",""task_2"",""task_3"",""task_4"",""task_5"",""task_6"",""task_7"",""task_8"",""task_9"",""task_10""]",0.05,10,500.0,100,5.0e-5,10,15,10,15,1000,50,100,1,10,101,1,0.1,time_out,-333901291,3,32315.66,2025-12-15T03:04:57.053,0,-333901291,true,true,"[0.01,0.05]",10,10,10,1000.0000389415267,0.2208865127605089,0.2669273074253239,0.12933333333333333,0.4014666666666667,0.10266666666666667,,,,,,,/scratch/n/N.Pfaffenzeller/nikolas_nethive/nethive_multiverse/results/big_runs/10b10t15c1000e_lr5,param_101_rep_3,/scratch/n/N.Pfaffenzeller/nikolas_nethive/nethive_multiverse/results/big_runs/10b10t15c1000e_lr5/data/param_101_rep_3,/scratch/n/N.Pfaffenzeller/nikolas_nethive/nethive_multiverse/results/big_runs/10b10t15c1000e_lr5/data/param_101_rep_3/event_log.csv,/scratch/n/N.Pfaffenzeller/nikolas_nethive/nethive_multiverse/results/big_runs/10b10t15c1000e_lr5/data/param_101_rep_3/config.json,,,
32,1000,"[0,1]","[""task_1"",""task_2"",""task_3"",""task_4"",""task_5"",""task_6"",""task_7"",""task_8"",""task_9"",""task_10""]",0.05,10,500.0,100,5.0e-5,10,15,10,15,1000,50,100,1,10,101,1,0.1,time_out,-333901290,4,13257.42,2025-12-15T03:04:43.885,0,-333901290,true,true,"[0.01,0.05]",10,10,10,1000.0002924124232,0.19519967334580185,0.2144689080803645,0.12666666666666668,0.3787999999999999,0.12666666666666668,,,,,,,/scratch/n/N.Pfaffenzeller/nikolas_nethive/nethive_multiverse/results/big_runs/10b10t15c1000e_lr5,param_101_rep_4,/scratch/n/N.Pfaffenzeller/nikolas_nethive/nethive_multiverse/results/big_runs/10b10t15c1000e_lr5/data/param_101_rep_4,/scratch/n/N.Pfaffenzeller/nikolas_nethive/nethive_multiverse/results/big_runs/10b10t15c1000e_lr5/data/param_101_rep_4/event_log.csv,/scratch/n/N.Pfaffenzeller/nikolas_nethive/nethive_multiverse/results/big_runs/10b10t15c1000e_lr5/data/param_101_rep_4/config.json,,,
32,1000,"[0,1]","[""task_1"",""task_2"",""task_3"",""task_4"",""task_5"",""task_6"",""task_7"",""task_8"",""task_9"",""task_10""]",0.05,10,500.0,100,5.0e-5,10,15,10,15,1000,50,100,1,10,101,1,0.1,time_out,-333901289,5,13737.96,2025-12-15T03:04:46.210,0,-333901289,true,true,"[0.01,0.05]",10,10,10,1000.0004807433629,0.2423074329000266,0.25863305385694424,0.21066666666666667,0.40906666666666663,0.16133333333333333,,,,,,,/scratch/n/N.Pfaffenzeller/nikolas_nethive/nethive_multiverse/results/big_runs/10b10t15c1000e_lr5,param_101_rep_5,/scratch/n/N.Pfaffenzeller/nikolas_nethive/nethive_multiverse/results/big_runs/10b10t15c1000e_lr5/data/param_101_rep_5,/scratch/n/N.Pfaffenzeller/nikolas_nethive/nethive_multiverse/results/big_runs/10b10t15c1000e_lr5/data/param_101_rep_5/event_log.csv,/scratch/n/N.Pfaffenzeller/nikolas_nethive/nethive_multiverse/results/big_runs/10b10t15c1000e_lr5/data/param_101_rep_5/config.json,,,
32,1000,"[0,1]","[""task_1"",""task_2"",""task_3"",""task_4"",""task_5"",""task_6"",""task_7"",""task_8"",""task_9"",""task_10""]",0.05,10,500.0,100,5.0e-5,10,15,10,15,1000,50,100,1,10,101,1,0.1,time_out,-333901288,6,13812.81,2025-12-15T03:05:03.773,0,-333901288,true,true,"[0.01,0.05]",10,10,10,1000.0001101967957,0.26540808580047504,0.2920201380562436,0.232,0.4470666666666666,0.136,,,,,,,/scratch/n/N.Pfaffenzeller/nikolas_nethive/nethive_multiverse/results/big_runs/10b10t15c1000e_lr5,param_101_rep_6,/scratch/n/N.Pfaffenzeller/nikolas_nethive/nethive_multiverse/results/big_runs/10b10t15c1000e_lr5/data/param_101_rep_6,/scratch/n/N.Pfaffenzeller/nikolas_nethive/nethive_multiverse/results/big_runs/10b10t15c1000e_lr5/data/param_101_rep_6/event_log.csv,/scratch/n/N.Pfaffenzeller/nikolas_nethive/nethive_multiverse/results/big_runs/10b10t15c1000e_lr5/data/param_101_rep_6/config.json,,,
32,1000,"[0,1]","[""task_1"",""task_2"",""task_3"",""task_4"",""task_5"",""task_6"",""task_7"",""task_8"",""task_9"",""task_10""]",0.05,10,500.0,100,5.0e-5,10,15,10,15,1000,50,100,1,10,101,1,0.1,time_out,-333901287,7,28193.61,2025-12-15T03:06:19.848,0,-333901287,true,true,"[0.01,0.05]",10,10,10,1000.0008730763545,0.18374379331187085,0.18970699222071719,0.15466666666666667,0.3490666666666667,0.15466666666666667,,,,,,,/scratch/n/N.Pfaffenzeller/nikolas_nethive/nethive_multiverse/results/big_runs/10b10t15c1000e_lr5,param_101_rep_7,/scratch/n/N.Pfaffenzeller/nikolas_nethive/nethive_multiverse/results/big_runs/10b10t15c1000e_lr5/data/param_101_rep_7,/scratch/n/N.Pfaffenzeller/nikolas_nethive/nethive_multiverse/results/big_runs/10b10t15c1000e_lr5/data/param_101_rep_7/event_log.csv,/scratch/n/N.Pfaffenzeller/nikolas_nethive/nethive_multiverse/results/big_runs/10b10t15c1000e_lr5/data/param_101_rep_7/config.json,,,
32,1000,"[0,1]","[""task_1"",""task_2"",""task_3"",""task_4"",""task_5"",""task_6"",""task_7"",""task_8"",""task_9"",""task_10""]",0.05,10,500.0,100,5.0e-5,10,15,10,15,1000,50,100,1,10,101,1,0.1,time_out,-333901286,8,14269.58,2025-12-15T03:06:02.340,0,-333901286,true,true,"[0.01,0.05]",10,10,10,1000.000286505836,0.3063185032211283,0.3309304112467098,0.21466666666666667,0.4539999999999999,0.11333333333333333,,,,,,,/scratch/n/N.Pfaffenzeller/nikolas_nethive/nethive_multiverse/results/big_runs/10b10t15c1000e_lr5,param_101_rep_8,/scratch/n/N.Pfaffenzeller/nikolas_nethive/nethive_multiverse/results/big_runs/10b10t15c1000e_lr5/data/param_101_rep_8,/scratch/n/N.Pfaffenzeller/nikolas_nethive/nethive_multiverse/results/big_runs/10b10t15c1000e_lr5/data/param_101_rep_8/event_log.csv,/scratch/n/N.Pfaffenzeller/nikolas_nethive/nethive_multiverse/results/big_runs/10b10t15c1000e_lr5/data/param_101_rep_8/config.json,,,
32,1000,"[0,1]","[""task_1"",""task_2"",""task_3"",""task_4"",""task_5"",""task_6"",""task_7"",""task_8"",""task_9"",""task_10""]",0.05,10,500.0,100,5.0e-5,10,15,10,15,1000,50,100,1,10,101,1,0.1,time_out,-333901285,9,13680.17,2025-12-15T03:09:00.472,0,-333901285,true,true,"[0.01,0.05]",10,10,10,1000.0002729464813,0.23930998875033974,0.26473807153937556,0.15866666666666668,0.3998666666666666,0.12666666666666668,,,,,,,/scratch/n/N.Pfaffenzeller/nikolas_nethive/nethive_multiverse/results/big_runs/10b10t15c1000e_lr5,param_101_rep_9,/scratch/n/N.Pfaffenzeller/nikolas_nethive/nethive_multiverse/results/big_runs/10b10t15c1000e_lr5/data/param_101_rep_9,/scratch/n/N.Pfaffenzeller/nikolas_nethive/nethive_multiverse/results/big_runs/10b10t15c1000e_lr5/data/param_101_rep_9/event_log.csv,/scratch/n/N.Pfaffenzeller/nikolas_nethive/nethive_multiverse/results/big_runs/10b10t15c1000e_lr5/data/param_101_rep_9/config.json,,,
32,1000,"[0,1]","[""task_1"",""task_2"",""task_3"",""task_4"",""task_5"",""task_6"",""task_7"",""task_8"",""task_9"",""task_10""]",0.1,10,500.0,100,5.0e-5,10,15,10,15,1000,50,100,1,10,102,1,0.1,time_out,-333900293,1,9220.57,2025-12-15T03:10:46.229,0,-333900293,true,true,"[0.01,0.05]",10,10,10,1000.0005751451446,0.3667515960078846,0.38697669620083974,0.21066666666666667,0.5438666666666668,0.21066666666666667,121.09344173998035,0.7999846390604205,0.798506272037534,,,,/scratch/n/N.Pfaffenzeller/nikolas_nethive/nethive_multiverse/results/big_runs/10b10t15c1000e_lr5,param_102_rep_1,/scratch/n/N.Pfaffenzeller/nikolas_nethive/nethive_multiverse/results/big_runs/10b10t15c1000e_lr5/data/param_102_rep_1,/scratch/n/N.Pfaffenzeller/nikolas_nethive/nethive_multiverse/results/big_runs/10b10t15c1000e_lr5/data/param_102_rep_1/event_log.csv,/scratch/n/N.Pfaffenzeller/nikolas_nethive/nethive_multiverse/results/big_runs/10b10t15c1000e_lr5/data/param_102_rep_1/config.json,,,
32,1000,"[0,1]","[""task_1"",""task_2"",""task_3"",""task_4"",""task_5"",""task_6"",""task_7"",""task_8"",""task_9"",""task_10""]",0.1,10,500.0,100,5.0e-5,10,15,10,15,1000,50,100,1,10,102,1,0.1,time_out,-333900284,10,10194.44,2025-12-15T03:12:57.707,0,-333900284,true,true,"[0.01,0.05]",10,10,10,1000.0000452152258,0.3235715756753481,0.3555365230670736,0.16133333333333333,0.49066666666666664,0.13866666666666666,87.24194703534195,0.7846699215084543,0.7791389711084609,,,,/scratch/n/N.Pfaffenzeller/nikolas_nethive/nethive_multiverse/results/big_runs/10b10t15c1000e_lr5,param_102_rep_10,/scratch/n/N.Pfaffenzeller/nikolas_nethive/nethive_multiverse/results/big_runs/10b10t15c1000e_lr5/data/param_102_rep_10,/scratch/n/N.Pfaffenzeller/nikolas_nethive/nethive_multiverse/results/big_runs/10b10t15c1000e_lr5/data/param_102_rep_10/event_log.csv,/scratch/n/N.Pfaffenzeller/nikolas_nethive/nethive_multiverse/results/big_runs/10b10t15c1000e_lr5/data/param_102_rep_10/config.json,,,
32,1000,"[0,1]","[""task_1"",""task_2"",""task_3"",""task_4"",""task_5"",""task_6"",""task_7"",""task_8"",""task_9"",""task_10""]",0.1,10,500.0,100,5.0e-5,10,15,10,15,1000,50,100,1,10,102,1,0.1,time_out,-333900292,2,9741.67,2025-12-15T03:10:48.429,0,-333900292,true,true,"[0.01,0.05]",10,10,10,1000.0000312217538,0.3955124546597825,0.40860939642124067,0.264,0.5708,0.264,294.37073695585525,0.8018324354609515,0.8005056906052243,,,,/scratch/n/N.Pfaffenzeller/nikolas_nethive/nethive_multiverse/results/big_runs/10b10t15c1000e_lr5,param_102_rep_2,/scratch/n/N.Pfaffenzeller/nikolas_nethive/nethive_multiverse/results/big_runs/10b10t15c1000e_lr5/data/param_102_rep_2,/scratch/n/N.Pfaffenzeller/nikolas_nethive/nethive_multiverse/results/big_runs/10b10t15c1000e_lr5/data/param_102_rep_2/event_log.csv,/scratch/n/N.Pfaffenzeller/nikolas_nethive/nethive_multiverse/results/big_runs/10b10t15c1000e_lr5/data/param_102_rep_2/config.json,,,
32,1000,"[0,1]","[""task_1"",""task_2"",""task_3"",""task_4"",""task_5"",""task_6"",""task_7"",""task_8"",""task_9"",""task_10""]",0.1,10,500.0,100,5.0e-5,10,15,10,15,1000,50,100,1,10,102,1,0.1,time_out,-333900291,3,9369.04,2025-12-15T03:10:57.907,0,-333900291,true,true,"[0.01,0.05]",10,10,10,1000.0000656595814,0.39720948138680945,0.4090518514545473,0.21866666666666668,0.5906666666666667,0.21866666666666668,132.51513219202707,0.7758894835285288,0.77300076030061,,,,/scratch/n/N.Pfaffenzeller/nikolas_nethive/nethive_multiverse/results/big_runs/10b10t15c1000e_lr5,param_102_rep_3,/scratch/n/N.Pfaffenzeller/nikolas_nethive/nethive_multiverse/results/big_runs/10b10t15c1000e_lr5/data/param_102_rep_3,/scratch/n/N.Pfaffenzeller/nikolas_nethive/nethive_multiverse/results/big_runs/10b10t15c1000e_lr5/data/param_102_rep_3/event_log.csv,/scratch/n/N.Pfaffenzeller/nikolas_nethive/nethive_multiverse/results/big_runs/10b10t15c1000e_lr5/data/param_102_rep_3/config.json,,,
32,1000,"[0,1]","[""task_1"",""task_2"",""task_3"",""task_4"",""task_5"",""task_6"",""task_7"",""task_8"",""task_9"",""task_10""]",0.1,10,500.0,100,5.0e-5,10,15,10,15,1000,50,100,1,10,102,1,0.1,time_out,-333900290,4,9237.7,2025-12-15T03:11:18.866,0,-333900290,true,true,"[0.01,0.05]",10,10,10,1000.000037799832,0.5107202717459163,0.5227531983297059,0.4826666666666667,0.6985333333333332,0.4826666666666667,107.09470667076461,0.826629103164269,0.8237137473803905,,,,/scratch/n/N.Pfaffenzeller/nikolas_nethive/nethive_multiverse/results/big_runs/10b10t15c1000e_lr5,param_102_rep_4,/scratch/n/N.Pfaffenzeller/nikolas_nethive/nethive_multiverse/results/big_runs/10b10t15c1000e_lr5/data/param_102_rep_4,/scratch/n/N.Pfaffenzeller/nikolas_nethive/nethive_multiverse/results/big_runs/10b10t15c1000e_lr5/data/param_102_rep_4/event_log.csv,/scratch/n/N.Pfaffenzeller/nikolas_nethive/nethive_multiverse/results/big_runs/10b10t15c1000e_lr5/data/param_102_rep_4/config.json,,,
32,1000,"[0,1]","[""task_1"",""task_2"",""task_3"",""task_4"",""task_5"",""task_6"",""task_7"",""task_8"",""task_9"",""task_10""]",0.1,10,500.0,100,5.0e-5,10,15,10,15,1000,50,100,1,10,102,1,0.1,time_out,-333900289,5,10567.77,2025-12-15T03:12:14.627,0,-333900289,true,true,"[0.01,0.05]",10,10,10,1000.0003702645083,0.4672897980217499,0.49591475459999135,0.284,0.6521333333333333,0.284,309.2131343384525,0.770131040578696,0.767679732230007,,,,/scratch/n/N.Pfaffenzeller/nikolas_nethive/nethive_multiverse/results/big_runs/10b10t15c1000e_lr5,param_102_rep_5,/scratch/n/N.Pfaffenzeller/nikolas_nethive/nethive_multiverse/results/big_runs/10b10t15c1000e_lr5/data/param_102_rep_5,/scratch/n/N.Pfaffenzeller/nikolas_nethive/nethive_multiverse/results/big_runs/10b10t15c1000e_lr5/data/param_102_rep_5/event_log.csv,/scratch/n/N.Pfaffenzeller/nikolas_nethive/nethive_multiverse/results/big_runs/10b10t15c1000e_lr5/data/param_102_rep_5/config.json,,,
