root,param_folder,param_dir,event_log_path,config_path,error
/project/theorie/n/N.Pfaffenzeller/results_project/10b10t/10b10t15c1000e_10-dt80-int,param_697_rep_1,/project/theorie/n/N.Pfaffenzeller/results_project/10b10t/10b10t15c1000e_10-dt80-int/data/param_697_rep_1,/project/theorie/n/N.Pfaffenzeller/results_project/10b10t/10b10t15c1000e_10-dt80-int/data/param_697_rep_1/event_log.csv,/project/theorie/n/N.Pfaffenzeller/results_project/10b10t/10b10t15c1000e_10-dt80-int/data/param_697_rep_1/config.json,"ArgumentError: invalid JSON at byte position 0 while parsing type Any: UnexpectedEOF

"
/project/theorie/n/N.Pfaffenzeller/results_project/10b10t/10b10t15c1000e_10-dt80-int,param_697_rep_10,/project/theorie/n/N.Pfaffenzeller/results_project/10b10t/10b10t15c1000e_10-dt80-int/data/param_697_rep_10,/project/theorie/n/N.Pfaffenzeller/results_project/10b10t/10b10t15c1000e_10-dt80-int/data/param_697_rep_10/event_log.csv,/project/theorie/n/N.Pfaffenzeller/results_project/10b10t/10b10t15c1000e_10-dt80-int/data/param_697_rep_10/config.json,"ArgumentError: invalid JSON at byte position 0 while parsing type Any: UnexpectedEOF

"
/project/theorie/n/N.Pfaffenzeller/results_project/10b10t/10b10t15c1000e_10-dt80-int,param_697_rep_2,/project/theorie/n/N.Pfaffenzeller/results_project/10b10t/10b10t15c1000e_10-dt80-int/data/param_697_rep_2,/project/theorie/n/N.Pfaffenzeller/results_project/10b10t/10b10t15c1000e_10-dt80-int/data/param_697_rep_2/event_log.csv,/project/theorie/n/N.Pfaffenzeller/results_project/10b10t/10b10t15c1000e_10-dt80-int/data/param_697_rep_2/config.json,"ArgumentError: invalid JSON at byte position 0 while parsing type Any: UnexpectedEOF

"
/project/theorie/n/N.Pfaffenzeller/results_project/10b10t/10b10t15c1000e_10-dt80-int,param_697_rep_3,/project/theorie/n/N.Pfaffenzeller/results_project/10b10t/10b10t15c1000e_10-dt80-int/data/param_697_rep_3,/project/theorie/n/N.Pfaffenzeller/results_project/10b10t/10b10t15c1000e_10-dt80-int/data/param_697_rep_3/event_log.csv,/project/theorie/n/N.Pfaffenzeller/results_project/10b10t/10b10t15c1000e_10-dt80-int/data/param_697_rep_3/config.json,"ArgumentError: invalid JSON at byte position 0 while parsing type Any: UnexpectedEOF

"
/project/theorie/n/N.Pfaffenzeller/results_project/10b10t/10b10t15c1000e_10-dt80-int,param_697_rep_4,/project/theorie/n/N.Pfaffenzeller/results_project/10b10t/10b10t15c1000e_10-dt80-int/data/param_697_rep_4,/project/theorie/n/N.Pfaffenzeller/results_project/10b10t/10b10t15c1000e_10-dt80-int/data/param_697_rep_4/event_log.csv,/project/theorie/n/N.Pfaffenzeller/results_project/10b10t/10b10t15c1000e_10-dt80-int/data/param_697_rep_4/config.json,"ArgumentError: invalid JSON at byte position 0 while parsing type Any: UnexpectedEOF

"
/project/theorie/n/N.Pfaffenzeller/results_project/10b10t/10b10t15c1000e_10-dt80-int,param_697_rep_5,/project/theorie/n/N.Pfaffenzeller/results_project/10b10t/10b10t15c1000e_10-dt80-int/data/param_697_rep_5,/project/theorie/n/N.Pfaffenzeller/results_project/10b10t/10b10t15c1000e_10-dt80-int/data/param_697_rep_5/event_log.csv,/project/theorie/n/N.Pfaffenzeller/results_project/10b10t/10b10t15c1000e_10-dt80-int/data/param_697_rep_5/config.json,No task_* columns found (excluding task_id).
/project/theorie/n/N.Pfaffenzeller/results_project/10b10t/10b10t15c1000e_10-dt80-int,param_697_rep_6,/project/theorie/n/N.Pfaffenzeller/results_project/10b10t/10b10t15c1000e_10-dt80-int/data/param_697_rep_6,/project/theorie/n/N.Pfaffenzeller/results_project/10b10t/10b10t15c1000e_10-dt80-int/data/param_697_rep_6/event_log.csv,/project/theorie/n/N.Pfaffenzeller/results_project/10b10t/10b10t15c1000e_10-dt80-int/data/param_697_rep_6/config.json,"ArgumentError: invalid JSON at byte position 0 while parsing type Any: UnexpectedEOF

"
/project/theorie/n/N.Pfaffenzeller/results_project/10b10t/10b10t15c1000e_10-dt80-int,param_697_rep_7,/project/theorie/n/N.Pfaffenzeller/results_project/10b10t/10b10t15c1000e_10-dt80-int/data/param_697_rep_7,/project/theorie/n/N.Pfaffenzeller/results_project/10b10t/10b10t15c1000e_10-dt80-int/data/param_697_rep_7/event_log.csv,/project/theorie/n/N.Pfaffenzeller/results_project/10b10t/10b10t15c1000e_10-dt80-int/data/param_697_rep_7/config.json,"ArgumentError: invalid JSON at byte position 0 while parsing type Any: UnexpectedEOF

"
/project/theorie/n/N.Pfaffenzeller/results_project/10b10t/10b10t15c1000e_10-dt80-int,param_697_rep_8,/project/theorie/n/N.Pfaffenzeller/results_project/10b10t/10b10t15c1000e_10-dt80-int/data/param_697_rep_8,/project/theorie/n/N.Pfaffenzeller/results_project/10b10t/10b10t15c1000e_10-dt80-int/data/param_697_rep_8/event_log.csv,/project/theorie/n/N.Pfaffenzeller/results_project/10b10t/10b10t15c1000e_10-dt80-int/data/param_697_rep_8/config.json,"ArgumentError: invalid JSON at byte position 0 while parsing type Any: UnexpectedEOF

"
/project/theorie/n/N.Pfaffenzeller/results_project/10b10t/10b10t15c1000e_10-dt80-int,param_697_rep_9,/project/theorie/n/N.Pfaffenzeller/results_project/10b10t/10b10t15c1000e_10-dt80-int/data/param_697_rep_9,/project/theorie/n/N.Pfaffenzeller/results_project/10b10t/10b10t15c1000e_10-dt80-int/data/param_697_rep_9/event_log.csv,/project/theorie/n/N.Pfaffenzeller/results_project/10b10t/10b10t15c1000e_10-dt80-int/data/param_697_rep_9/config.json,"ArgumentError: invalid JSON at byte position 0 while parsing type Any: UnexpectedEOF

"
/project/theorie/n/N.Pfaffenzeller/results_project/10b10t/10b10t15c1000e_10-dt80-int,param_698_rep_1,/project/theorie/n/N.Pfaffenzeller/results_project/10b10t/10b10t15c1000e_10-dt80-int/data/param_698_rep_1,/project/theorie/n/N.Pfaffenzeller/results_project/10b10t/10b10t15c1000e_10-dt80-int/data/param_698_rep_1/event_log.csv,/project/theorie/n/N.Pfaffenzeller/results_project/10b10t/10b10t15c1000e_10-dt80-int/data/param_698_rep_1/config.json,"ArgumentError: invalid JSON at byte position 0 while parsing type Any: UnexpectedEOF

"
/project/theorie/n/N.Pfaffenzeller/results_project/10b10t/10b10t15c1000e_10-dt80-int,param_698_rep_10,/project/theorie/n/N.Pfaffenzeller/results_project/10b10t/10b10t15c1000e_10-dt80-int/data/param_698_rep_10,/project/theorie/n/N.Pfaffenzeller/results_project/10b10t/10b10t15c1000e_10-dt80-int/data/param_698_rep_10/event_log.csv,/project/theorie/n/N.Pfaffenzeller/results_project/10b10t/10b10t15c1000e_10-dt80-int/data/param_698_rep_10/config.json,"ArgumentError: invalid JSON at byte position 0 while parsing type Any: UnexpectedEOF

"
/project/theorie/n/N.Pfaffenzeller/results_project/10b10t/10b10t15c1000e_10-dt80-int,param_698_rep_2,/project/theorie/n/N.Pfaffenzeller/results_project/10b10t/10b10t15c1000e_10-dt80-int/data/param_698_rep_2,/project/theorie/n/N.Pfaffenzeller/results_project/10b10t/10b10t15c1000e_10-dt80-int/data/param_698_rep_2/event_log.csv,/project/theorie/n/N.Pfaffenzeller/results_project/10b10t/10b10t15c1000e_10-dt80-int/data/param_698_rep_2/config.json,"ArgumentError: invalid JSON at byte position 0 while parsing type Any: UnexpectedEOF

"
/project/theorie/n/N.Pfaffenzeller/results_project/10b10t/10b10t15c1000e_10-dt80-int,param_698_rep_3,/project/theorie/n/N.Pfaffenzeller/results_project/10b10t/10b10t15c1000e_10-dt80-int/data/param_698_rep_3,/project/theorie/n/N.Pfaffenzeller/results_project/10b10t/10b10t15c1000e_10-dt80-int/data/param_698_rep_3/event_log.csv,/project/theorie/n/N.Pfaffenzeller/results_project/10b10t/10b10t15c1000e_10-dt80-int/data/param_698_rep_3/config.json,"ArgumentError: invalid JSON at byte position 0 while parsing type Any: UnexpectedEOF

"
/project/theorie/n/N.Pfaffenzeller/results_project/10b10t/10b10t15c1000e_10-dt80-int,param_698_rep_4,/project/theorie/n/N.Pfaffenzeller/results_project/10b10t/10b10t15c1000e_10-dt80-int/data/param_698_rep_4,/project/theorie/n/N.Pfaffenzeller/results_project/10b10t/10b10t15c1000e_10-dt80-int/data/param_698_rep_4/event_log.csv,/project/theorie/n/N.Pfaffenzeller/results_project/10b10t/10b10t15c1000e_10-dt80-int/data/param_698_rep_4/config.json,"ArgumentError: invalid JSON at byte position 0 while parsing type Any: UnexpectedEOF

"
/project/theorie/n/N.Pfaffenzeller/results_project/10b10t/10b10t15c1000e_10-dt80-int,param_698_rep_5,/project/theorie/n/N.Pfaffenzeller/results_project/10b10t/10b10t15c1000e_10-dt80-int/data/param_698_rep_5,/project/theorie/n/N.Pfaffenzeller/results_project/10b10t/10b10t15c1000e_10-dt80-int/data/param_698_rep_5/event_log.csv,/project/theorie/n/N.Pfaffenzeller/results_project/10b10t/10b10t15c1000e_10-dt80-int/data/param_698_rep_5/config.json,"ArgumentError: invalid JSON at byte position 0 while parsing type Any: UnexpectedEOF

"
/project/theorie/n/N.Pfaffenzeller/results_project/10b10t/10b10t15c1000e_10-dt80-int,param_698_rep_6,/project/theorie/n/N.Pfaffenzeller/results_project/10b10t/10b10t15c1000e_10-dt80-int/data/param_698_rep_6,/project/theorie/n/N.Pfaffenzeller/results_project/10b10t/10b10t15c1000e_10-dt80-int/data/param_698_rep_6/event_log.csv,/project/theorie/n/N.Pfaffenzeller/results_project/10b10t/10b10t15c1000e_10-dt80-int/data/param_698_rep_6/config.json,"ArgumentError: invalid JSON at byte position 0 while parsing type Any: UnexpectedEOF

"
/project/theorie/n/N.Pfaffenzeller/results_project/10b10t/10b10t15c1000e_10-dt80-int,param_698_rep_7,/project/theorie/n/N.Pfaffenzeller/results_project/10b10t/10b10t15c1000e_10-dt80-int/data/param_698_rep_7,/project/theorie/n/N.Pfaffenzeller/results_project/10b10t/10b10t15c1000e_10-dt80-int/data/param_698_rep_7/event_log.csv,/project/theorie/n/N.Pfaffenzeller/results_project/10b10t/10b10t15c1000e_10-dt80-int/data/param_698_rep_7/config.json,"ArgumentError: invalid JSON at byte position 0 while parsing type Any: UnexpectedEOF

"
/project/theorie/n/N.Pfaffenzeller/results_project/10b10t/10b10t15c1000e_10-dt80-int,param_698_rep_8,/project/theorie/n/N.Pfaffenzeller/results_project/10b10t/10b10t15c1000e_10-dt80-int/data/param_698_rep_8,/project/theorie/n/N.Pfaffenzeller/results_project/10b10t/10b10t15c1000e_10-dt80-int/data/param_698_rep_8/event_log.csv,/project/theorie/n/N.Pfaffenzeller/results_project/10b10t/10b10t15c1000e_10-dt80-int/data/param_698_rep_8/config.json,"ArgumentError: invalid JSON at byte position 0 while parsing type Any: UnexpectedEOF

"
/project/theorie/n/N.Pfaffenzeller/results_project/10b10t/10b10t15c1000e_10-dt80-int,param_698_rep_9,/project/theorie/n/N.Pfaffenzeller/results_project/10b10t/10b10t15c1000e_10-dt80-int/data/param_698_rep_9,/project/theorie/n/N.Pfaffenzeller/results_project/10b10t/10b10t15c1000e_10-dt80-int/data/param_698_rep_9/event_log.csv,/project/theorie/n/N.Pfaffenzeller/results_project/10b10t/10b10t15c1000e_10-dt80-int/data/param_698_rep_9/config.json,"ArgumentError: invalid JSON at byte position 0 while parsing type Any: UnexpectedEOF

"
/project/theorie/n/N.Pfaffenzeller/results_project/10b10t/10b10t15c1000e_10-dt80-int,param_699_rep_1,/project/theorie/n/N.Pfaffenzeller/results_project/10b10t/10b10t15c1000e_10-dt80-int/data/param_699_rep_1,/project/theorie/n/N.Pfaffenzeller/results_project/10b10t/10b10t15c1000e_10-dt80-int/data/param_699_rep_1/event_log.csv,/project/theorie/n/N.Pfaffenzeller/results_project/10b10t/10b10t15c1000e_10-dt80-int/data/param_699_rep_1/config.json,"ArgumentError: invalid JSON at byte position 0 while parsing type Any: UnexpectedEOF

"
/project/theorie/n/N.Pfaffenzeller/results_project/10b10t/10b10t15c1000e_10-dt80-int,param_699_rep_10,/project/theorie/n/N.Pfaffenzeller/results_project/10b10t/10b10t15c1000e_10-dt80-int/data/param_699_rep_10,/project/theorie/n/N.Pfaffenzeller/results_project/10b10t/10b10t15c1000e_10-dt80-int/data/param_699_rep_10/event_log.csv,/project/theorie/n/N.Pfaffenzeller/results_project/10b10t/10b10t15c1000e_10-dt80-int/data/param_699_rep_10/config.json,"ArgumentError: invalid JSON at byte position 0 while parsing type Any: UnexpectedEOF

"
/project/theorie/n/N.Pfaffenzeller/results_project/10b10t/10b10t15c1000e_10-dt80-int,param_699_rep_2,/project/theorie/n/N.Pfaffenzeller/results_project/10b10t/10b10t15c1000e_10-dt80-int/data/param_699_rep_2,/project/theorie/n/N.Pfaffenzeller/results_project/10b10t/10b10t15c1000e_10-dt80-int/data/param_699_rep_2/event_log.csv,/project/theorie/n/N.Pfaffenzeller/results_project/10b10t/10b10t15c1000e_10-dt80-int/data/param_699_rep_2/config.json,"ArgumentError: invalid JSON at byte position 0 while parsing type Any: UnexpectedEOF

"
/project/theorie/n/N.Pfaffenzeller/results_project/10b10t/10b10t15c1000e_10-dt80-int,param_699_rep_3,/project/theorie/n/N.Pfaffenzeller/results_project/10b10t/10b10t15c1000e_10-dt80-int/data/param_699_rep_3,/project/theorie/n/N.Pfaffenzeller/results_project/10b10t/10b10t15c1000e_10-dt80-int/data/param_699_rep_3/event_log.csv,/project/theorie/n/N.Pfaffenzeller/results_project/10b10t/10b10t15c1000e_10-dt80-int/data/param_699_rep_3/config.json,"ArgumentError: invalid JSON at byte position 0 while parsing type Any: UnexpectedEOF

"
/project/theorie/n/N.Pfaffenzeller/results_project/10b10t/10b10t15c1000e_10-dt80-int,param_699_rep_4,/project/theorie/n/N.Pfaffenzeller/results_project/10b10t/10b10t15c1000e_10-dt80-int/data/param_699_rep_4,/project/theorie/n/N.Pfaffenzeller/results_project/10b10t/10b10t15c1000e_10-dt80-int/data/param_699_rep_4/event_log.csv,/project/theorie/n/N.Pfaffenzeller/results_project/10b10t/10b10t15c1000e_10-dt80-int/data/param_699_rep_4/config.json,"ArgumentError: invalid JSON at byte position 0 while parsing type Any: UnexpectedEOF

"
/project/theorie/n/N.Pfaffenzeller/results_project/10b10t/10b10t15c1000e_10-dt80-int,param_699_rep_5,/project/theorie/n/N.Pfaffenzeller/results_project/10b10t/10b10t15c1000e_10-dt80-int/data/param_699_rep_5,/project/theorie/n/N.Pfaffenzeller/results_project/10b10t/10b10t15c1000e_10-dt80-int/data/param_699_rep_5/event_log.csv,/project/theorie/n/N.Pfaffenzeller/results_project/10b10t/10b10t15c1000e_10-dt80-int/data/param_699_rep_5/config.json,"ArgumentError: invalid JSON at byte position 0 while parsing type Any: UnexpectedEOF

"
/project/theorie/n/N.Pfaffenzeller/results_project/10b10t/10b10t15c1000e_10-dt80-int,param_699_rep_6,/project/theorie/n/N.Pfaffenzeller/results_project/10b10t/10b10t15c1000e_10-dt80-int/data/param_699_rep_6,/project/theorie/n/N.Pfaffenzeller/results_project/10b10t/10b10t15c1000e_10-dt80-int/data/param_699_rep_6/event_log.csv,/project/theorie/n/N.Pfaffenzeller/results_project/10b10t/10b10t15c1000e_10-dt80-int/data/param_699_rep_6/config.json,"ArgumentError: invalid JSON at byte position 0 while parsing type Any: UnexpectedEOF

"
/project/theorie/n/N.Pfaffenzeller/results_project/10b10t/10b10t15c1000e_10-dt80-int,param_699_rep_7,/project/theorie/n/N.Pfaffenzeller/results_project/10b10t/10b10t15c1000e_10-dt80-int/data/param_699_rep_7,/project/theorie/n/N.Pfaffenzeller/results_project/10b10t/10b10t15c1000e_10-dt80-int/data/param_699_rep_7/event_log.csv,/project/theorie/n/N.Pfaffenzeller/results_project/10b10t/10b10t15c1000e_10-dt80-int/data/param_699_rep_7/config.json,"ArgumentError: invalid JSON at byte position 0 while parsing type Any: UnexpectedEOF

"
/project/theorie/n/N.Pfaffenzeller/results_project/10b10t/10b10t15c1000e_10-dt80-int,param_699_rep_8,/project/theorie/n/N.Pfaffenzeller/results_project/10b10t/10b10t15c1000e_10-dt80-int/data/param_699_rep_8,/project/theorie/n/N.Pfaffenzeller/results_project/10b10t/10b10t15c1000e_10-dt80-int/data/param_699_rep_8/event_log.csv,/project/theorie/n/N.Pfaffenzeller/results_project/10b10t/10b10t15c1000e_10-dt80-int/data/param_699_rep_8/config.json,"ArgumentError: invalid JSON at byte position 0 while parsing type Any: UnexpectedEOF

"
/project/theorie/n/N.Pfaffenzeller/results_project/10b10t/10b10t15c1000e_10-dt80-int,param_699_rep_9,/project/theorie/n/N.Pfaffenzeller/results_project/10b10t/10b10t15c1000e_10-dt80-int/data/param_699_rep_9,/project/theorie/n/N.Pfaffenzeller/results_project/10b10t/10b10t15c1000e_10-dt80-int/data/param_699_rep_9/event_log.csv,/project/theorie/n/N.Pfaffenzeller/results_project/10b10t/10b10t15c1000e_10-dt80-int/data/param_699_rep_9/config.json,"ArgumentError: invalid JSON at byte position 0 while parsing type Any: UnexpectedEOF

"
/project/theorie/n/N.Pfaffenzeller/results_project/10b10t/10b10t15c1000e_10-dt80-int,param_700_rep_1,/project/theorie/n/N.Pfaffenzeller/results_project/10b10t/10b10t15c1000e_10-dt80-int/data/param_700_rep_1,/project/theorie/n/N.Pfaffenzeller/results_project/10b10t/10b10t15c1000e_10-dt80-int/data/param_700_rep_1/event_log.csv,/project/theorie/n/N.Pfaffenzeller/results_project/10b10t/10b10t15c1000e_10-dt80-int/data/param_700_rep_1/config.json,"ArgumentError: invalid JSON at byte position 0 while parsing type Any: UnexpectedEOF

"
/project/theorie/n/N.Pfaffenzeller/results_project/10b10t/10b10t15c1000e_10-dt80-int,param_700_rep_10,/project/theorie/n/N.Pfaffenzeller/results_project/10b10t/10b10t15c1000e_10-dt80-int/data/param_700_rep_10,/project/theorie/n/N.Pfaffenzeller/results_project/10b10t/10b10t15c1000e_10-dt80-int/data/param_700_rep_10/event_log.csv,/project/theorie/n/N.Pfaffenzeller/results_project/10b10t/10b10t15c1000e_10-dt80-int/data/param_700_rep_10/config.json,"ArgumentError: invalid JSON at byte position 0 while parsing type Any: UnexpectedEOF

"
/project/theorie/n/N.Pfaffenzeller/results_project/10b10t/10b10t15c1000e_10-dt80-int,param_700_rep_2,/project/theorie/n/N.Pfaffenzeller/results_project/10b10t/10b10t15c1000e_10-dt80-int/data/param_700_rep_2,/project/theorie/n/N.Pfaffenzeller/results_project/10b10t/10b10t15c1000e_10-dt80-int/data/param_700_rep_2/event_log.csv,/project/theorie/n/N.Pfaffenzeller/results_project/10b10t/10b10t15c1000e_10-dt80-int/data/param_700_rep_2/config.json,"ArgumentError: invalid JSON at byte position 0 while parsing type Any: UnexpectedEOF

"
/project/theorie/n/N.Pfaffenzeller/results_project/10b10t/10b10t15c1000e_10-dt80-int,param_700_rep_3,/project/theorie/n/N.Pfaffenzeller/results_project/10b10t/10b10t15c1000e_10-dt80-int/data/param_700_rep_3,/project/theorie/n/N.Pfaffenzeller/results_project/10b10t/10b10t15c1000e_10-dt80-int/data/param_700_rep_3/event_log.csv,/project/theorie/n/N.Pfaffenzeller/results_project/10b10t/10b10t15c1000e_10-dt80-int/data/param_700_rep_3/config.json,"ArgumentError: invalid JSON at byte position 0 while parsing type Any: UnexpectedEOF

"
/project/theorie/n/N.Pfaffenzeller/results_project/10b10t/10b10t15c1000e_10-dt80-int,param_700_rep_4,/project/theorie/n/N.Pfaffenzeller/results_project/10b10t/10b10t15c1000e_10-dt80-int/data/param_700_rep_4,/project/theorie/n/N.Pfaffenzeller/results_project/10b10t/10b10t15c1000e_10-dt80-int/data/param_700_rep_4/event_log.csv,/project/theorie/n/N.Pfaffenzeller/results_project/10b10t/10b10t15c1000e_10-dt80-int/data/param_700_rep_4/config.json,"ArgumentError: invalid JSON at byte position 0 while parsing type Any: UnexpectedEOF

"
/project/theorie/n/N.Pfaffenzeller/results_project/10b10t/10b10t15c1000e_10-dt80-int,param_700_rep_5,/project/theorie/n/N.Pfaffenzeller/results_project/10b10t/10b10t15c1000e_10-dt80-int/data/param_700_rep_5,/project/theorie/n/N.Pfaffenzeller/results_project/10b10t/10b10t15c1000e_10-dt80-int/data/param_700_rep_5/event_log.csv,/project/theorie/n/N.Pfaffenzeller/results_project/10b10t/10b10t15c1000e_10-dt80-int/data/param_700_rep_5/config.json,"ArgumentError: invalid JSON at byte position 0 while parsing type Any: UnexpectedEOF

"
/project/theorie/n/N.Pfaffenzeller/results_project/10b10t/10b10t15c1000e_10-dt80-int,param_700_rep_6,/project/theorie/n/N.Pfaffenzeller/results_project/10b10t/10b10t15c1000e_10-dt80-int/data/param_700_rep_6,/project/theorie/n/N.Pfaffenzeller/results_project/10b10t/10b10t15c1000e_10-dt80-int/data/param_700_rep_6/event_log.csv,/project/theorie/n/N.Pfaffenzeller/results_project/10b10t/10b10t15c1000e_10-dt80-int/data/param_700_rep_6/config.json,"ArgumentError: invalid JSON at byte position 0 while parsing type Any: UnexpectedEOF

"
/project/theorie/n/N.Pfaffenzeller/results_project/10b10t/10b10t15c1000e_10-dt80-int,param_700_rep_7,/project/theorie/n/N.Pfaffenzeller/results_project/10b10t/10b10t15c1000e_10-dt80-int/data/param_700_rep_7,/project/theorie/n/N.Pfaffenzeller/results_project/10b10t/10b10t15c1000e_10-dt80-int/data/param_700_rep_7/event_log.csv,/project/theorie/n/N.Pfaffenzeller/results_project/10b10t/10b10t15c1000e_10-dt80-int/data/param_700_rep_7/config.json,"ArgumentError: invalid JSON at byte position 0 while parsing type Any: UnexpectedEOF

"
/project/theorie/n/N.Pfaffenzeller/results_project/10b10t/10b10t15c1000e_10-dt80-int,param_700_rep_8,/project/theorie/n/N.Pfaffenzeller/results_project/10b10t/10b10t15c1000e_10-dt80-int/data/param_700_rep_8,/project/theorie/n/N.Pfaffenzeller/results_project/10b10t/10b10t15c1000e_10-dt80-int/data/param_700_rep_8/event_log.csv,/project/theorie/n/N.Pfaffenzeller/results_project/10b10t/10b10t15c1000e_10-dt80-int/data/param_700_rep_8/config.json,"ArgumentError: invalid JSON at byte position 0 while parsing type Any: UnexpectedEOF

"
/project/theorie/n/N.Pfaffenzeller/results_project/10b10t/10b10t15c1000e_10-dt80-int,param_700_rep_9,/project/theorie/n/N.Pfaffenzeller/results_project/10b10t/10b10t15c1000e_10-dt80-int/data/param_700_rep_9,/project/theorie/n/N.Pfaffenzeller/results_project/10b10t/10b10t15c1000e_10-dt80-int/data/param_700_rep_9/event_log.csv,/project/theorie/n/N.Pfaffenzeller/results_project/10b10t/10b10t15c1000e_10-dt80-int/data/param_700_rep_9/config.json,"ArgumentError: invalid JSON at byte position 0 while parsing type Any: UnexpectedEOF

"
/project/theorie/n/N.Pfaffenzeller/results_project/10b10t/10b10t15c1000e_10-dt80-int,param_701_rep_1,/project/theorie/n/N.Pfaffenzeller/results_project/10b10t/10b10t15c1000e_10-dt80-int/data/param_701_rep_1,/project/theorie/n/N.Pfaffenzeller/results_project/10b10t/10b10t15c1000e_10-dt80-int/data/param_701_rep_1/event_log.csv,/project/theorie/n/N.Pfaffenzeller/results_project/10b10t/10b10t15c1000e_10-dt80-int/data/param_701_rep_1/config.json,"ArgumentError: invalid JSON at byte position 0 while parsing type Any: UnexpectedEOF

"
/project/theorie/n/N.Pfaffenzeller/results_project/10b10t/10b10t15c1000e_10-dt80-int,param_701_rep_10,/project/theorie/n/N.Pfaffenzeller/results_project/10b10t/10b10t15c1000e_10-dt80-int/data/param_701_rep_10,/project/theorie/n/N.Pfaffenzeller/results_project/10b10t/10b10t15c1000e_10-dt80-int/data/param_701_rep_10/event_log.csv,/project/theorie/n/N.Pfaffenzeller/results_project/10b10t/10b10t15c1000e_10-dt80-int/data/param_701_rep_10/config.json,"ArgumentError: invalid JSON at byte position 0 while parsing type Any: UnexpectedEOF

"
/project/theorie/n/N.Pfaffenzeller/results_project/10b10t/10b10t15c1000e_10-dt80-int,param_701_rep_2,/project/theorie/n/N.Pfaffenzeller/results_project/10b10t/10b10t15c1000e_10-dt80-int/data/param_701_rep_2,/project/theorie/n/N.Pfaffenzeller/results_project/10b10t/10b10t15c1000e_10-dt80-int/data/param_701_rep_2/event_log.csv,/project/theorie/n/N.Pfaffenzeller/results_project/10b10t/10b10t15c1000e_10-dt80-int/data/param_701_rep_2/config.json,"ArgumentError: invalid JSON at byte position 0 while parsing type Any: UnexpectedEOF

"
/project/theorie/n/N.Pfaffenzeller/results_project/10b10t/10b10t15c1000e_10-dt80-int,param_701_rep_3,/project/theorie/n/N.Pfaffenzeller/results_project/10b10t/10b10t15c1000e_10-dt80-int/data/param_701_rep_3,/project/theorie/n/N.Pfaffenzeller/results_project/10b10t/10b10t15c1000e_10-dt80-int/data/param_701_rep_3/event_log.csv,/project/theorie/n/N.Pfaffenzeller/results_project/10b10t/10b10t15c1000e_10-dt80-int/data/param_701_rep_3/config.json,"ArgumentError: invalid JSON at byte position 0 while parsing type Any: UnexpectedEOF

"
/project/theorie/n/N.Pfaffenzeller/results_project/10b10t/10b10t15c1000e_10-dt80-int,param_701_rep_4,/project/theorie/n/N.Pfaffenzeller/results_project/10b10t/10b10t15c1000e_10-dt80-int/data/param_701_rep_4,/project/theorie/n/N.Pfaffenzeller/results_project/10b10t/10b10t15c1000e_10-dt80-int/data/param_701_rep_4/event_log.csv,/project/theorie/n/N.Pfaffenzeller/results_project/10b10t/10b10t15c1000e_10-dt80-int/data/param_701_rep_4/config.json,"ArgumentError: invalid JSON at byte position 0 while parsing type Any: UnexpectedEOF

"
/project/theorie/n/N.Pfaffenzeller/results_project/10b10t/10b10t15c1000e_10-dt80-int,param_701_rep_5,/project/theorie/n/N.Pfaffenzeller/results_project/10b10t/10b10t15c1000e_10-dt80-int/data/param_701_rep_5,/project/theorie/n/N.Pfaffenzeller/results_project/10b10t/10b10t15c1000e_10-dt80-int/data/param_701_rep_5/event_log.csv,/project/theorie/n/N.Pfaffenzeller/results_project/10b10t/10b10t15c1000e_10-dt80-int/data/param_701_rep_5/config.json,"ArgumentError: invalid JSON at byte position 0 while parsing type Any: UnexpectedEOF

"
/project/theorie/n/N.Pfaffenzeller/results_project/10b10t/10b10t15c1000e_10-dt80-int,param_701_rep_6,/project/theorie/n/N.Pfaffenzeller/results_project/10b10t/10b10t15c1000e_10-dt80-int/data/param_701_rep_6,/project/theorie/n/N.Pfaffenzeller/results_project/10b10t/10b10t15c1000e_10-dt80-int/data/param_701_rep_6/event_log.csv,/project/theorie/n/N.Pfaffenzeller/results_project/10b10t/10b10t15c1000e_10-dt80-int/data/param_701_rep_6/config.json,"ArgumentError: invalid JSON at byte position 0 while parsing type Any: UnexpectedEOF

"
/project/theorie/n/N.Pfaffenzeller/results_project/10b10t/10b10t15c1000e_10-dt80-int,param_701_rep_7,/project/theorie/n/N.Pfaffenzeller/results_project/10b10t/10b10t15c1000e_10-dt80-int/data/param_701_rep_7,/project/theorie/n/N.Pfaffenzeller/results_project/10b10t/10b10t15c1000e_10-dt80-int/data/param_701_rep_7/event_log.csv,/project/theorie/n/N.Pfaffenzeller/results_project/10b10t/10b10t15c1000e_10-dt80-int/data/param_701_rep_7/config.json,"ArgumentError: invalid JSON at byte position 0 while parsing type Any: UnexpectedEOF

"
