time,bee1_id,bee2_id,task_id,task_1,task_2,task_3,task_4,task_5
0.0,1,0,0,0.1022,0.0994,0.09111862323294406,0.0794,0.03461240738692912
0.0,2,0,0,0.1226,0.0843,0.07110479409956975,0.1062,0.0003317483136127391
0.0,3,0,0,0.0745,0.1026,0.10859711124769514,0.126,0.7978546942386376
0.0,4,0,0,0.0915,0.1168,0.10544714197910264,0.1133,0.1056065465000553
0.0,5,0,0,0.1072,0.0956,0.1090580823601721,0.1143,0.033064248590069664
2.1425876338289775,5,3,5,0.1072,0.0956,0.1090580823601721,0.1143,0.033064248590069664
4.755825327744887,1,3,5,0.1022,0.0994,0.09111862323294406,0.0794,0.03461240738692912
4.952696463359478,5,4,4,0.1072,0.0956,0.1090580823601721,0.1143,0.033064248590069664
5.1254629678531485,4,3,5,0.0915,0.1168,0.10544714197910264,0.1133,0.1056065465000553
6.20313913387438,1,2,4,0.1022,0.0994,0.09111862323294406,0.0794,0.03461240738692912
6.557997030975748,1,1,1,0.8989,0.0912,0.11612630608481868,0.0757,0.023554130266504478
7.233058980650233,5,1,1,0.1072,0.0956,0.1090580823601721,0.1143,0.033064248590069664
8.307520776822296,3,1,1,0.0745,0.1026,0.10859711124769514,0.126,0.7978546942386376
8.390768941290315,1,5,2,0.8989,0.0912,0.11612630608481868,0.0757,0.023554130266504478
9.001587073991445,2,2,1,0.895,0.0884,0.0765980331899201,0.107,0.0
10.398320101270222,2,2,2,0.368,0.3332,0.08727719729563614,0.1062,0.0005529138560212319
10.849312365943678,4,1,1,0.0915,0.1168,0.10544714197910264,0.1133,0.1056065465000553
11.396047993617518,4,1,1,0.0915,0.1168,0.10544714197910264,0.1133,0.1056065465000553
11.641845197010262,4,5,1,0.0915,0.1168,0.10544714197910264,0.1133,0.1056065465000553
11.8157360529269,3,3,2,0.0755,0.3262,0.09207897971727105,0.1494,0.07796085369899369
12.146714769091544,4,2,2,0.0915,0.1168,0.10544714197910264,0.1133,0.1056065465000553
12.867469970146319,1,5,3,0.8989,0.0912,0.11612630608481868,0.0757,0.023554130266504478
12.95152892233819,1,5,2,0.8989,0.0912,0.11612630608481868,0.0757,0.023554130266504478
13.635163875445524,4,2,1,0.0915,0.1168,0.10544714197910264,0.1133,0.1056065465000553
14.210564847622047,3,2,2,0.0755,0.3262,0.09207897971727105,0.1494,0.07796085369899369
15.014411263135388,3,2,2,0.0755,0.3262,0.09207897971727105,0.1494,0.07796085369899369
18.249896679485275,4,1,1,0.0915,0.1168,0.10544714197910264,0.1133,0.1056065465000553
18.53343431012677,2,1,1,0.368,0.3332,0.08727719729563614,0.1062,0.0005529138560212319
20.657638821531602,3,2,1,0.0755,0.3262,0.09207897971727105,0.1494,0.07796085369899369
20.786640636076434,3,3,5,0.098,0.1,0.06699446834665028,0.1,0.8806811898706182
21.588717491182347,3,1,3,0.098,0.1,0.06699446834665028,0.1,0.8806811898706182
22.625399312988527,2,1,1,0.368,0.3332,0.08727719729563614,0.1062,0.0005529138560212319
24.709151110513197,5,4,4,0.1072,0.0956,0.1090580823601721,0.1143,0.033064248590069664
26.152017563925455,2,1,1,0.368,0.3332,0.08727719729563614,0.1062,0.0005529138560212319
27.32696477004686,3,2,1,0.098,0.1,0.06699446834665028,0.1,0.8806811898706182
29.39874607756185,5,5,3,0.1278,0.0856,0.279578979717271,0.0503,0.041136790887979655
29.94034605003811,3,2,2,0.098,0.1,0.06699446834665028,0.1,0.8806811898706182
30.042122445671616,3,4,3,0.098,0.1,0.06699446834665028,0.1,0.8806811898706182
30.154830344690872,2,1,1,0.368,0.3332,0.08727719729563614,0.1062,0.0005529138560212319
30.310506488867603,4,4,5,0.098,0.1,0.06699446834665028,0.1,0.8579011390025434
31.019334238867337,4,1,1,0.098,0.1,0.06699446834665028,0.1,0.8579011390025434
32.060865903273125,4,3,5,0.098,0.1,0.06699446834665028,0.1,0.8579011390025434
