time,bee1_id,bee2_id,task_id,task_1,task_2
0.34828892602967537,1,2,2,0.1059,0.14159496004917024
0.42790314518966027,1,1,1,0.2114,0.08428088506453596
2.7798551896098114,2,1,1,0.0971,0.1948755377996312
3.513305101079694,2,1,1,0.0971,0.1948755377996312
4.24373995639167,2,2,2,0.0968,0.1972956361401352
5.261578367926573,2,1,1,0.0968,0.1972956361401352
6.125824871807156,1,1,1,0.2432,0.08262907191149355
6.718201050675917,2,1,1,0.0968,0.1972956361401352
9.383046199002928,2,1,1,0.0968,0.1972956361401352
12.985007725811105,1,2,2,0.2432,0.08262907191149355
14.270351797106807,2,1,1,0.0968,0.1972956361401352
16.750345539586146,2,1,1,0.0968,0.1972956361401352
17.720290496723543,1,2,2,0.2432,0.08262907191149355
18.026044293667432,1,2,2,0.2432,0.08262907191149355
18.07449330419007,1,2,2,0.2432,0.08262907191149355
19.386835677688737,2,1,1,0.0968,0.1972956361401352
19.936594200075767,2,1,1,0.0968,0.1972956361401352
22.127448457881997,1,1,1,0.2472,0.0760218192993239
22.18521923559729,2,1,1,0.0968,0.1972956361401352
23.913220751579086,1,1,1,0.2641,0.08205285802089736
25.02690582370237,1,2,2,0.2641,0.08205285802089736
25.730078009972402,2,1,1,0.0968,0.1972956361401352
26.095931472868212,2,2,2,0.0951,0.1963736939151813
28.741559416395067,1,1,1,0.2991,0.0814382298709281
28.850603134049837,1,2,2,0.2991,0.0814382298709281
30.14992845490082,1,2,2,0.2991,0.0814382298709281
30.721573380521026,1,1,1,0.3032,0.08424247080516288
32.03080442643152,2,1,1,0.0951,0.1963736939151813
32.333707687952405,2,1,1,0.0951,0.1963736939151813
33.11141856976136,2,2,2,0.0861,0.19821757836508913
38.257935174933486,1,2,2,0.3032,0.08424247080516288
38.333903741168534,1,1,1,0.3119,0.08255224339274739
39.57805629144335,1,2,2,0.3119,0.08255224339274739
39.6680918240292,1,1,1,0.3193,0.08408881376767056
41.36843528543976,1,2,2,0.3193,0.08408881376767056
42.58023109973524,2,1,1,0.0861,0.19821757836508913
43.45263843806834,1,2,2,0.3193,0.08408881376767056
44.20722069355432,1,1,1,0.3214,0.07264136447449293
45.45638418591486,1,1,1,0.332,0.08093884449907805
45.49077022415843,2,1,1,0.0861,0.19821757836508913
47.845672673003186,2,1,1,0.0861,0.19821757836508913
48.891358319007814,1,2,2,0.332,0.08093884449907805
